ID,Text_lang,Text1_lang
238320,So if by the destruction of this body you are purged from this world... so be it.,
238321,<screams in pain>,
238448,,Alexstrasza laughs maniacally.
238648,"Well, I... Thank you, Sabellian.",
238652,"The situation is dire, Queen Alexstrasza.",
238653,"We pursued Fyrakk to a great cauldron below, a font of elemental fire.",
238654,He consumed the energies within and emerged -- wreathed in shadowflame.,
238655,,Shadowflame... We cannot risk losing you to its corruption.
238656,"Respectfully, Life-Binder, it was Deathwing who fell to that corruption.",
238657,,Ebyssian -- Neltharion has cost us too much already. We cannot risk the corruption of your flight.
238659,,All of you?
238660,This... is our battle to fight.,
238661,,"Very well. When you are ready, return to Zaralek."
238675,Let us see what they are guarding...,
238676,Those massive djaradin...,
238677,"Those are djaradin elders. Not just dragonslayers, but slayers of entire bloodlines.",
238678,Look there!,
238679,That one appears to still be slumbering.,
238680,And the Primalists are awakening her. We must stop them. Quickly.,
238681,Wait. Do you sense it?,
238682,Is it...,
238683,Yes. I felt it as we entered the cavern.,
238684,Shadowflame. The poison that drove Neltharion to madness.,
238685,We must end this. The corruption cannot be allowed to spread.,
238692,THIS POWER... IS NOW... MINE!,
238693,"RISE UP FROM YOUR SUBJUGATION, ELDERS OF THE DJARADIN!",
238694,"HONOR OUR BARGAIN, AND TOGETHER -- NONE WILL WITHSTAND THE UNDYING FLAMES OF OUR FURY!",
238695,Augh! -- We cannot hold here!,
238696,Elder Igira! Do not let that child of Neltharion escape!,
238697,,Argh!
238698,"Primalists! Zaqali! Onward! PURGE THIS CAVERN -- AND THEN, THE DRAGON ISLES!",
238699,Loamm...,
238769,"These serpent creatures may prove useful, if they can be made to serve the flight.",
238770,"They are not creatures, Sabellian; they are our kin.",
238771,"They are my father's failed experiments, nothing more.",
238772,How we were created does not define us.,
238774,Yes. That is precisely what you are.,
238775,You are wrong.,
238776,Do you not see that your fates are bound?,
238942,He's consuming... shadowflame?,
238981,He is consuming...,
238990,Ahhhhhhhhhh!,
239051,,May his name be ever remembered.
239053,"After what he has done, why treat him with such respect?",
239054,,"He was dracthyr, and his memory will be a lesson."
239056,,Malygos... is it truly you?
239057,My treasure--what happened?,
239058,,I believe I hold the answer to that.
239059,,Oh... I see.
239060,,"My dear, dear Kalecgos. 'Aspect of the blue dragonflight'."
239061,"I... remember you. I am so sorry, Kalecgos. My burden should not be yours to bear.",
239062,You did not leave a burden. You left a brilliant legacy. One I... and our flight... will carry onward.,
239063,,It seems they are in good hands.
239065,,Together. Always.
239066,,"You have come so far, my child."
239067,,"My work is done, for now."
239068,,"Thank you, Kalecgos. Lead them well."
239070,"...thank you, my lady. For everything.",
239072,,"Instead of helping our people heal, he led many to despair and ruin"
239073,,chasing the illusion of Neltharion's power.
239076,If only Sarkareth had taken Deathwing's tragedy to heart,
239077,and understood that his legacy was poisoned long ago.,
239079,,It is time for the dracthyr to make our own path.
239080,Where do you hope it will lead?,
239081,,"Far from the shadows of the past that have haunted us,"
239082,,"Let it go, Sarkareth. There is no victory beyond that threshold--only ruin."
239085,,and free to build a legacy of our own.
239086,,"To a future you inspired me to believe in, Ebyssian."
239088,Even the most painful moments have something to teach us.,
239089,Neltharion was my teacher. My father and my commander.,
239090,"I aspired to lead the flight as he would have,",
239091,"unable... or perhaps, unwilling...",
239092,to acknowledge the true malignancy of his vision.,
239093,No! You will not stop me! Aberrus is mine!,
239094,I never knew Neltharion. Only Deathwing.,
239095,Invading my nightmares. Reveling in the certainty that I would become as twisted as he was.,
239097,That is not who you are... my brother.,
239098,,Then you have made your choice.
239100,I thought my destiny was to guide our flight to its future.,
239101,"And I shall, but simply as myself... not as an Aspect.",
239103,We cannot let that zealot take control of the lab.,
239104,Nor shall I seek that mantle.,
239106,What are you looking at me for? Let's go!,
239108,Agreed.,
239109,,It would seem your days of hiding are over for good.
239110,I am... humbled.,
239111,May your trust and faith in me guide my every step.,
239112,"For today, we emerge from all the shadows that sought to sow doubt and shame within us.",
239113,The black dragonflight's legacy is ours to create.,
239114,You... will not pursue him?,
239116,,I know he will face justice but...
239118,Those two must face this without me. I hope... in their pursuit...,
239119,,Then let us find the dracthyr who have not yet succumbed to that fate.
239122,"Lead the way, Emberthal.",
239123,"By the time Ebyssian finds his dracthyr friend, the Primalists will have completed their schemes.",
239127,For once we are in agreement.,
239130,Every moment we delay works to our foe's advantage.,
239132,Then let us be off!,
239133,,"Through great heroism and resilience, the threat of Aberrus has been quelled."
239134,,The Incarnates sought to use our fallen brother's memory as a weapon.
239135,,"To divide us, turn us against each other, and weaken our resolve."
239136,,They failed.
239137,,Confronting these shadows has only made us stronger.
239138,,Look upon us now.
239140,,"For the first time in an age, FIVE Aspects will take up our ancient charge once more,"
239141,,and stand beside the mortal champions who have aided us at every turn.
239142,,"For soon, Azeroth will welcome from the Dream"
239143,,a symbol of hope.
239145,,"And together, we... shall protect it."
239147,Ugh! I've got muck in my boots. Disgusting!,
239148,"See, Wrathion? They have been marshaling a defense while we tarried.",
239149,Did you hear that? A voice--,
239150,WRATHION!,
239151,"Hah! I must admit, Wrathion... You acquitted yourself well in the fight!",
239152,Yes! Of course...,
239155,"Once we have dealt with this flame incarnate, I will be sure to find a place for you among my troops.",
239156,Your troops?!,
239158,Sabellian!,
239167,,<laughs>
239220,No! Oathbinder... is MINE!,
239221,,Is this why you came here? To enslave us again with Neltharion's devices? That's how you would create unity?
239222,What... have you done?,
239223,"Our father calls to us, Emberthal! Can you not hear Neltharion drawing us to Aberrus? Telling us to take what is ours?",
239224,,"You are not well, Sarkareth... Come with me.  Perhaps Ebyssian can..."
239225,"No! I will claim the legacy we were promised! VOX, initiate transport!",
239226,,Coordinates confirmed. Initiating transport.
239227,,"Sarkareth, wait!"
239237,,...He's gone. I... have accomplished nothing.
239238,This is not over yet. Do you know where he has gone?,
239239,,Ebyssian... he said he's hearing Neltharion's voice. He's going to Aberrus!
239241,Whispers in the dark. This may be worse than I'd imagined.,
239243,But at least the dracthyr here are no longer under his control.,
239310,Or am I just fodder to you as well?,
239312,Fodder for the battlefield.,
239314,"Deny it as you might, he is your brother, and you are his.",
239315,"Two wings, that must learn to fly, or fail, together... before it is too late.",
239316,We should press on.,
239317,Wrathion?,
239318,Pay attention!,
239319,These Primalists do not stand a chance.,
239322,,"The other flights will hunt Fyrakk, and work to stop the Sundered Flame."
239323,,You cannot return to Zaralek.
239324,I believe that we have the strength to resist what lies below.,
239325,,May the true spirit of the Earth-Warder guide you.
239326,The world must be shown that the black dragonflight can bear its responsibilities.,
239327,Shadowflame?!,
239328,Begone worms!,
239329,I will master what your flight could not control.,
239349,they are beyond anything we encountered in the Waking Shores.,
239350,That flame infusing the lava...,
239382,"I was... your loyal soldier, father.",
239384,Did everything... you asked.,
