ID,Description_lang,SourceText_lang
3226,It's really unclear what's 'multi' about them.,|cFFFFD200Profession: |rProtoform Synthesis
3227,Lihuvim's geomental creations are the most majestic of walking rock piles.,|cFFFFD200Profession: |rProtoform Synthesis
3229,"Just one part jelly, but refreshed over and over and over again.",|cFFFFD200Profession: |rProtoform Synthesis
3230,"It feeds on fear, but is generally too cute to inspire terror on its own.",|cFFFFD200Profession: |rProtoform Synthesis
3231,"This creature's existence strongly implies the existence of other, more advanced tickle-based aurelids out there.",|cFFFFD200Profession: |rProtoform Synthesis
3232,"Left to their own devices, these leporids will leap high into the air at the slightest provocation. Sometimes they'll even come down properly, as well.",|cFFFFD200Profession: |rProtoform Synthesis
3233,"Two parts fortress, one part eyestalks, one part slime.",|cFFFFD200Profession: |rProtoform Synthesis
3234,"Where some viperids lie in wait for their prey, this variety stalks their intended meals for hours.",|cFFFFD200Profession:|r Protoform Synthesis|n
3235,"Since synthesized creatures come into being fully grown, why would anyone design an immature helicid?",|cFFFFD200Profession: |rProtoform Synthesis
3236,"Spunky, funky, and just a little clunky -- she's a Gnomish engineer to a T!",|cFFFFD200Promotion|r
3237,"A little ambystan that was too big, then too little, and finally just right. He followed you home!",|cFFFFD200Quest:|r Can I Keep Him?
3242,Looks like Ben'jin and Maka'fon have kept busy since you last saw them. Maka'jin is ready for adventure but will settle for a large pile of leafy greens.,|cFFFFD200Trading Post|r
3243,He has a heart of gold. Literally. These shiny good-boys are all the rage with affluent gnomes everywhere.,|cFFFFD200Trading Post|r
3244,"Fooled aeons ago by the clever loa of death into a bargain of unceasing service, this tiny ancient being carries out his duties eternally red with rage.",|cFFFFD200Trading Post|r
3246,,
3247,"This isn't the real Pocopoc, but it provided this replica to you for use outside Zereth Mortis. Its details are so accurate as to be utterly convincing to anyone who hasn't spent lots of time with the real one.",|cFFFFD200Vendor: |rOlea Manu|n|cFFFFD200Zone: |rZereth Mortis|n|cFFFFD200Cost: |r500|Hcurrency:1979|h|TInterface\ICONS\INV_Trinket_ProgenitorRaid_02_Blue.BLP:0|t|h
3248,"Ichabod began his existence as a prototype for the fearsome harvest golems terrorizing the farmers of Westfall, but a little gnomish ingenuity has since made him far less likely to attack your knees.",|cFFFFD200Promotion|r |n
3249,"Before he was known as one of the Wild Gods, Ursoc roamed the Grizzly Hills as a cub.",|cFFFFD200In-Game Shop|r|n
3250,Some hawkstriders are destined to be great. Others are destined to be Egbob.,|cFFFFD200Trading Post|r
3251,"Some species of red bees are known to lead solitary lives. Still, this busy bee seems happy to make time for you.",|cFFFFD200Trading Post|r
3252,"Ancient Gorian blood runs through Garrlok's veins. As far as anyone knows, only his diminutive stature keeps his imperial ambitions in check.",|cFFFFD200Trading Post|r
3253,Siege training begins early for kodo calflings that show a lack of inhibition towards breaking things. Mind your shins.,|cFFFFD200In-Game Shop|r
3254,"To its foes, this Watcher's innocent eyes belie the lethal danger of a prowling Huntress, waiting in the shadows.",|cFFFFD200Trading Post|r
3255,His pink antlers make him the life of any party.,|cFFFFD200Trading Post|r
3256,The master jewelcrafters of the Dragon Isles have perfected their craft so much that their gemmed statues can be brought to life. This whelp forged of obsidian is now not to be trifled with.,|cFFFFD200Profession:|r Jewelcrafting|n
3257,,
3259,This little rabbit is cute from the tip of her button nose to the tips of her deadly claws.,|cFFFFD200Treasure: |rSack of Oddities
3260,"Nearly invisible, this creature leaps from tree to snow-covered tree.",|cFFFFD200Pet Battle: |rThe Azure Span
3261,"Hope, like this phoenix, rises from the ashes of shattered dreams.",|cFFFFD200Drop: |rWarden Entrix|n|cFFFFD200Zone: |rThe Forbidden Reach
3262,Some very clever wizard or dragon or other magical being thought they were being clever when they decided to color an ice elemental purple for a very elaborate bit of wordplay. They were probably right.,|cFFFFD200Achievement:|r What Can I Say? They Love Me.|n
3263,It looks like a duck and it smells like a duck and it quacks like a duck... what's a duck?,|cFFFFD200Achievement:|r Proven Pet Parent
3264,"A shard of a fragment of a piece of a sliver of a piece of crystal, but walking around like it owns the place. Good thing it likes you.",|cFFFFD200Achievement:|r Many More Mini Minions
3265,"Truly, the most dignified of stinky musken.",|cFFFFD200Achievement:|r Good Things Come in Small Packages
3266,"Above the vast green plains and rolling hills the slyvern fly, leaving only tiny shadows on the ground to mark their path through the sky.",|cFFFFD200Pet Battle: |rOhn'ahran Plains
3267,"You met this Slyvern next week from your point of view, but last year from its point of view.",
3268,,
3269,"Oddly enough, you met this fish drifting through the air.",|cFFFFD200Treasure:|r Bubble Drifter|n|cFFFFD200Zone: |rThe Waking Shores
3270,"To some, this fish speaks eloquently of its survival in the most arduous conditions. To most, it says 'glub.'",|cFFFFD200Vendor: |rPatchu|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r300|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3272,This is the most pettable pointy creature you will ever meet.,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores"
3273,"Somehow this creature manages to be hot, rocky, and slimy all at the same time.",|cFFFFD200Pet Battle: |rThe Waking Shores
3274,"When Alvin said he wanted to be the best anvil ever, everyone doubted him. If anvils could laugh, he'd be the one laughing now.",|cFFFFD200Profession:|r Blacksmithing|n
3275,"Chestnut once found an acorn larger than he was, ate the whole thing, and doubled in size. It's a good thing he didn't eat a Trunkalumpf.",|cFFFFD200Treasure:|r Acorn Harvester|n|cFFFFD200Zone:|r Thaldraszus|n
3276,Many have tried to boop the cute little noses of creatures like this. Most have lost fingers.,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span"
3277,"It's been a busy three years for this litte critter. It was born next year, rased last year, and adopted as your pet this year.",
3278,Pistachio got her name in exactly the way you would expect.,|cFFFFD200Vendor: |rPatchu|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r50|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h
3279,This little racing enthusiast has never missed a race and has never met a racer she didn't like.,|cFFFFD200Achievement:|r Dragon Racing Completionist - Silver|n
3280,"These elusive creatures are famous for being hard to find unless you already know where to look. Fortunately, Haniko told you where to look.",|cFFFFD200Pet Battle: |rThe Waking Shores
3281,"Between battling, bathing, and playing, these ottuks have very busy schedules.","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span, The Waking Shores"
3282,"The reverberating sound of an adult hornswog's belch can be heard for leagues. Less far-reaching, but far more musical, is the dainty sound of a swoglet belching.","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores"
3283,"When you feel a chill run down your spine, don't be afraid. It's probably just your pet snowlemental.","|cFFFFD200Pet Battle: |rThe Azure Span, The Waking Shores"
3284,"Baby ottuks spend their days swimming, chasing butterflies, and practicing their intimidating roars.",|cFFFFD200Faction: |rIskaara Tuskarr|n|cFFFFD200Renown: |r9|n|cFFFFD200Vendor: |rJiq|n|cFFFFD200Location: |rIskaara
3285,In its big eyes you can see your own reflection. You also see everything else because its eyes are so big.,|cFFFFD200Drop: |rLuttrok|n|cFFFFD200Zone: |rThe Forbidden Reach
3286,His name is Mister Toots because of the melodious sounds he can make with his trunk.,|cFFFFD200Quest: |rSo How Did It Go?|n|cFFFFD200Zone: |rThe Waking Shores
3287,A dream of the memory of fire.,|cFFFFD200Vendor: |rMythressa|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r1000|Hcurrency:2118|h|TInterface\ICONS\INV_Misc_Powder_Thorium.blp:0|t|h
3288,"While their tiny tusks may not help much in a fight, the trunkalumpfs make up for it in sheer weight.","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span"
3289,"A spark can become an ember. An ember can become a raging fire. This creature was never a spark or an ember, it has only ever been a raging fire.","|cFFFFD200Drop:|r World Drop|n|cFFFFD200Weather:|r Elemental Storm (Fire)|n|cFFFFD200Zone:|r The Waking Shores, Ohn'ahran Plains, The Azure Span, Thaldraszus"
3290,"It sits anywhere it wants to, but it prefers to sit on laps.","|cFFFFD200Treasure: |rZskera Vaults, The Forbidden Reach"
3291,Scruffles' lust for battle runs deep.,|cFFFFD200Drop: |rVraken the Hunter|n|cFFFFD200Zone: |rThe Forbidden Reach
3292,Some think this creature is smoldering because it is on fire. In truth it's because of its burning gaze.,|cFFFFD200Quest: |rTale of the Phoenix|n|cFFFFD200Zone: |rThe Waking Shores
3293,Red for the fires in which it was born.,|cFFFFD200Drop: |rBonesifter Marwak|n|cFFFFD200Zone: |rThe Forbidden Reach
3294,Is it possible to rise from the ashes of time? Gerald thinks so and he will not be denied.,|cFFFFD200Achievement: |rFamily Battler of Zaralek Cavern|n|cFFFFD200Category: |rBattle
3295,"An Igneoid is formed when magma makes it to Azeroth's surface and is infused with dark elemental magic. The resulting creature is tiny, fierce, and very cute.","|cFFFFD200Pet Battle: |rThaldraszus, The Azure Span, The Waking Shores"
3296,This salamanther wants to be your best friend.,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores"
3297,This Salamanther met itself while lost in time. The two hung out on a rock together for a few hours. It was nice.,|cFFFFD200Trading Post|r 
3298,"Many salamanthers have interesting colorations, but this salamanther has the coolest one.",
3299,"What the deep claims, none can reclaim.","|cFFFFD200Drop:|r World Drop|n|cFFFFD200Weather:|r Elemental Storm (Water)|n|cFFFFD200Zone:|r The Waking Shores, Ohn'ahran Plains, The Azure Span, Thaldraszus"
3300,"Though many creatures of the Dragon Isles are mysterious, the ducks are perhaps the most so. Where did they come from? Where are they going? What are they planning? We may never know.","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Waking Shores"
3301,Quack.,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Waking Shores"
3302,Still learning how to fly.,|cFFFFD200Quest: |rBut... I Am the Hero of Ducks|n|cFFFFD200Zone: |rOhn'ahran Plains
3303,"What do you feed a cute little duckling? What? No, not cheese and quackers! Quackers aren't healthy for ducks.",|cFFFFD200Vendor: |rPakak|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r1|Hitem:197788|h|TInterface\ICONS\INV_Misc_Food_Meat_Cooked_06.blp:0|t|h 1|Hitem:197789|h|TInterface\ICONS\INV_Misc_Food_99.blp:0|t|h 3|Hitem:197792|h|TInterface\ICONS\INV_Misc_FortuneCookie_color03.BLP:0|t|h
3306,Beep. Beep. Beep. Quack.,|cFFFFD200Profession: |rEngineering
3307,"This is the terror that flaps o'er the Dragon Isles. This is the winged nightmare that pecks at your emerald dreams. What? No it's not Deathwing, it's a duck!","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Waking Shores, Valdrakken"
3308,"As small as it is, it's no wonder this little duckling got lost in time.",
3309,"These beautiful, elusive birds have very erratic migratory patterns, which can be difficult to track, leading some explorers to erroneously believe ducks simply didn't exist.",|cFFFFD200Treasure:|r Slightly Chewed Duck Egg|n|cFFFFD200Zone:|r Ohn'ahran Plains|n
3310,"In the mountain air, frost lingers upon the grass as a storm rolls in.","|cFFFFD200Drop:|r World Drop|n|cFFFFD200Weather:|r Elemental Storm (Air)|n|cFFFFD200Zone:|r The Waking Shores, Ohn'ahran Plains, The Azure Span, Thaldraszus"
3311,Its eyes can see the flick of a mouse tail from leagues away.,|cFFFFD200Drop:|r Grand Hunt Spoils|n
3312,"If a duck quacks in the woods and nobody is around to hear it, does it even exist?",
3313,Each of this creature's steps shakes the ground. When enough of them run together it sounds like a raging thunderstorm.,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Waking Shores"
3314,"Contrary to its name, this little creature shakes nothing as it shuffles from place to place.",
3316,Who's the cutest little monster? You are!,"|cFFFFD200Quest:|r Oh Where, Oh Where Can He Be?|n|cFFFFD200Zone:|r Thaldraszus"
3317,"Though it's rare, thunder lizards have been known to bond with centaurs. And their close allies. Lucky you!",|cFFFFD200Vendor: |rQuartermaster Huseng|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Cost: |r100|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h
3318,"When these creatures stampede, they sound like a thunderstorm. When these creatures stampede in a thunderstorm, they sound like a cataclysm.",|cFFFFD200Pet Battle: |rThe Waking Shores
3319,"Soon after you put down this slyvern's decay-twisted mother, you learned the hard way both how it got its name and why Zon'Wogi asked you to care for it.",|cFFFFD200Quest: |rThe Great Shokhari|n|cFFFFD200Zone: |rThe Azure Span
3320,These critters' white coats help them hide in the snow when  predators are around.,|cFFFFD200Pet Battle: |rThe Azure Span
3321,There is no fury quite like that of a mother Blackfeather defending her nest.,|cFFFFD200Treasure:|r Blackfeather Nester|n|cFFFFD200Zone:|r The Azure Span|n
3322,"These birds use their sharp beaks and dragon-like talons to forage for prey on tree trunks and branches. They communicate with each other by drumming on the trees with their beaks, which makes a sound that can be heard over great distances.","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span"
3323,It has bright feathers. What else is there to say?,"|cFFFFD200Treasure: |rZskera Vaults, The Forbidden Reach"
3325,"Faithful and ferocious, this bakar is a hero's best friend.",|cFFFFD200Drop:|r Grand Hunt Spoils|n
3326,"When not lazily floating down a river, this Timbertooth is fond of snacks and snuggles.",|cFFFFD200Faction: |rIskaara Tuskarr|n|cFFFFD200Renown: |r9|n|cFFFFD200Vendor: |rJiq|n|cFFFFD200Location: |rIskaara
3327,Hunters value these critters more for their companionship than their pelts.,|cFFFFD200Pet Battle: |rOhn'ahran Plains
3328,As good as gold and better. These little guys are quite frail but exceedingly brave. - Bob Bigheart,"|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span"
3329,A timbertooth with lighting inside? Shocking!,|cFFFFD200Pet Battle: |rOhn'ahran Plains
3330,Gnawing at the roots of magic trees have given this creature the ability to transcend time itself.,|cFFFFD200Vendor: |rTurik|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r25000|Hcurrency:2118|h|TInterface\ICONS\INV_Misc_Powder_Thorium.blp:0|t|h
3331,Is it normal for a fish to have fangs?,"|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rZskera Vaults, The Forbidden Reach|n"
3332,This frillfish is a no-frills kind of frillfish.,"|cFFFFD200Treasure: |rUnique Fish|n|cFFFFD200Zone: |rZskera Vault, The Forbidden Reach"
