ID,OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang
129750,,,
129751,,,
129752,,,
129753,,Reduces the cost of Enveloping Mist by 30% for its duration.,
129754,,,
129755,,,
129756,,,
129757,,,
129758,,,
129759,,,
129760,,,
129761,,,
129762,,,
129763,,,
129764,,,
129765,,,
129766,,,
129767,,,
129768,,,
129769,,,
129770,,,
129771,,,
129772,,,
129773,,,
129774,,,
129775,,,
129776,,,
129777,,,
129778,,,
129779,,,
129780,,,
129781,,,
129782,,,
129783,,,
129784,,,
129785,,,
129786,,,
129787,,,
129788,,,
129789,,,
129790,,,
129791,,,
129792,,,
129793,,,
129794,,,
129795,,,
129796,,,
129797,,,
129798,,,
129799,,,
129800,,,
129801,,,
129802,,,
129803,,,
129804,,,
129805,,,
129806,,,
129807,,,
129808,,,
129809,,,
129810,,,
129811,,,
129812,,,
129813,,,
129814,,,
129815,,,
129816,,,
129817,,,
129818,,,
129819,,,
129820,,,
129821,,,
129822,,,
129823,,,
129824,,,
129825,,,
129826,,,
129827,,,
129828,,,
129829,,,
129830,,,"Stagger duration increased by 3.0 sec, causing Staggered damage to instead be applied over 13.0 sec."
129831,,,
129832,,,
129833,,,
129834,,,
129835,,,
129836,,,
129837,,,
129838,,,
129839,,,
129840,,,
129841,,,
129842,,,
129843,,,
129844,,,
129845,,,
129846,,,
129847,,,
129848,,,
129849,,last hit also deals additional damage to first target struck,
129850,,,
129851,,Bake-In empopwered tiger lightning baseline,
129852,,,
129853,,,
129854,,,
129855,,,
129856,,scale with haste somehow?,
129857,,"not rushing jade wind, SCK?",
129858,,,
129859,,buff,
129860,,,
129861,,,
129862,,,
129863,,,
129864,,,
129865,,,
129866,,,
129867,,,
129868,,,
129869,,,
129870,,,
129871,,,
129872,,,
129873,,,
129874,,,
129875,,,
129876,,,
129877,,,
129878,,,
129879,,,
129880,,,
129881,,,
129882,,,
129883,,,
129884,,,
129885,,,
129886,,,
129887,,,
129888,,,
129889,,,
129890,,,
129891,,,
129892,,,
129893,,,
129894,,,
129895,,,
129896,,,
129897,,,
129898,,,
129899,,,
129900,,,
129901,,,
129902,,,
129903,,,
129904,,,
129905,,,
129906,,,
129907,,,
129908,,,
129909,,,
129910,,,
129911,,,
129912,,,
129913,,,
129914,,,
129915,,,
129916,,,
129917,,,
129918,,,
129919,,,
129920,,,
129921,,,
129922,,,
129923,,,
129924,,,
129925,,,
129926,,,
129927,,,
129928,,,
129929,,,
129930,,,
129931,,,
129932,,,
129933,,,
129934,,,
129935,,,
129936,,,
129937,,,
129938,,,
129939,,,
129940,,,
129941,,,
129942,,,
129943,,,
129944,,,
129945,,,
129946,,,
129947,,,
129948,,,
129949,,,
129950,,,
129951,,,
129952,,,
129953,,,
129954,,,
129955,,,
129956,,,
129957,,,
129958,,,
129959,,,
129960,,,
129961,,,
129962,,,
129963,,,
129964,,,
129965,Making a Statement,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129966,Weighted Garments,,"Improve at tailoring the major aspects of an outfit such as Chest and Leg pieces of armor, gaining +$ev1 $en1 per point in this Specialization."
129967,Weathering Wear,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
129968,Cloaks,,"Specialize in tailoring cloth Back armors, gaining +$ev1 $en1 per point in this Specialization."
129969,Hats,,"Specialize in tailoring cloth Head armors, gaining +$ev1 $en1 per point in this Specialization."
129970,Footwear,,"Specialize in tailoring cloth Feet armors, gaining +$ev1 $en1 per point in this Specialization."
129971,,,
129972,,,
129973,,,"Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts."
129974,,,Gain +$ev1 $en1 when making Duskweave Bolts.
129975,,,Gain +$ev1 $en1 when making Duskweave Bolts and learn to craft $@spellname446935.
129976,,,Gain +$ev1 $en1 when making Duskweave Bolts.
129977,,,"Further improve your connection with Duskweave, decreasing how quickly you exhaust the magic used to craft Duskweave Bolts."
129978,Duskweaving,,"Master the art of creating Duskweave Bolts, gaining +$ev1 $en1 per point in this Specialization."
129979,,,Learn to craft $@spellname446933.
129980,,,Gain +$ev1 $en1 and +$ev1 $en1 when making and using Duskweave.
129981,,,Gain +$ev1 $en1 and +$ev2 $en1 when making and using Duskweave.|n|nLearn to craft $@spellname447000.
129982,,,Learn a sub-specialization of your choice.
129983,,,Learn to craft $@spellname446932.
129984,,,Gain +$ev1 $en1 when making and using Duskweave.
129985,,,Learn to find scraps of Duskweave from humanoids around Khaz Algar and how to craft $@spellname446927s.
129986,Duskweave Tailoring,,"Unravel thread imbued with Dawn's light in your tailoring, gaining +$ev1 +$en1 Crafting Skill per point in this specialization when making and using Duskweave."
129987,,,"Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts."
129988,,,Gain +$ev1 $en1 when making Dawnweave Bolts.
129989,,,Gain +$ev1 $en1 when making Dawnweave Bolts and learn to craft $@spellname446934.
129990,,,Gain +$ev1 $en1 when making Dawnweave Bolts.
129991,,,"Further improve your connection with Dawnweave, decreasing how quickly you exhaust the magic used to craft Dawnweave Bolts."
129992,Dawnweaving,,"Master the art of creating Dawnweave Bolts, gaining +$ev1 $en1 per point in this Specialization."
129993,,,Learn to craft $@spellname446931.
129994,,,Gain +$ev1 $en1 and +$ev2 $en2 when making and using Dawnweave.
129995,,,Gain +$ev1 $en1 and +$ev2 $en2 when making and using Dawnweave.|n|nLearn to craft $@spellname447001.
129996,,,Learn a sub-specialization of your choice.
129997,,,Learn to craft $@spellname446930.
129998,,,Gain +$ev1 $en1 when making and using Dawnweave.
129999,,,Learn to find scraps of Dawnweave from humanoids around Khaz Algar and how to craft $@spellname446928s.
130000,Dawnweave Tailoring,,"Unravel thread imbued with Dawn's light in your tailoring, gaining +$ev1 +$en1 Crafting Skill per point in this specialization when making and using Dawnweave."
130001,,,Learn the final sub-specialization.
130002,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting Items using either Dawnweave or Duskweave.
130003,,,Learn to craft the $@spellname446979.
130004,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting Items using either Dawnweave or Duskweave.
130005,,,Learn to craft the $@spellname446977.
130006,,,Gain +$ev1 $en1 and +$ev2 $en2 when crafting Items using either Dawnweave or Duskweave.
130007,,,Learn a sub-specialization of your choice.
130008,From Dawn Until Dusk,,"Harness the energy imbued in threads around Khaz Algar to make powerful cloth gear and reagent items, gaining +$ev1 $en1 per point in this Specialization."
130009,Making a Statement,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
130010,Weighted Garments,,"Improve at tailoring the major aspects of an outfit such as Chest and Leg pieces of armor, gaining +$ev1 $en1 per point in this Specialization."
130011,Threads of Devotion,,"Devote your Tailoring Knowledge towards Cloth Armor to take on the most power foes in Khaz Algar, gaining +$en1 $ev1 per point in this Specialization."
130012,Cloaks,,"Specialize in tailoring cloth Back armors, gaining +$ev1 $en1 per point in this Specialization."
130013,Hats,,"Specialize in tailoring cloth Head armors, gaining +$ev1 $en1 per point in this Specialization."
130014,Footwear,,"Specialize in tailoring cloth Feet armors, gaining +$ev1 $en1 per point in this Specialization."
130015,,,Learn to add Embroidery Thread Finishing Reagents to Waist armor.
130016,,,+$ev1 $en1 when crafting Cloth Waist Armor.
130017,,,+$ev1 $en1 when crafting Cloth Waist Armor.
130018,,,+$ev1 $en1 when crafting Cloth Waist Armor.
130019,,,Learn to craft $@spellname376510.
130020,Belts,,"Specialize in tailoring cloth Waist armors, gaining +$ev1 $en1 per point in this Specialization."
130021,,,Learn to add Embroidery Thread Finishing Reagents to Wrist armor.
130022,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
130023,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
130024,,,+$ev1 $en1 when crafting Cloth Wrist Armor.
130025,,,Learn to craft $@spellname376510.
130026,Armbands,,"Specialize in tailoring cloth Wrist armors, gaining +$ev1 $en1 per point in this Specialization."
130027,,,Learn to add Embroidery Thread Finishing Reagents to Shoulder armor.
130028,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
130029,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
130030,,,+$ev1 $en1 when crafting Cloth Shoulder Armor.
130031,,,Learn to craft $@spellname376510.
130032,Mantles,,"Specialize in tailoring cloth Shoulder armors, gaining +$ev1 $en1 per point in this Specialization."
130033,,,"- Learn the final sub-specialization.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
130034,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
130035,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
130036,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
130037,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces.|n|n- $ev1 $en2 when crafting Waist, Shoulder, and Wrist pieces."
130038,,,"+$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
130039,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Waist, Shoulder, and Wrist pieces."
130040,Making a Statement,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
130041,,,Learn to add Embroidery Thread Finishing Reagents to Leg armor.
130042,,,+$ev1 $en1 when crafting Cloth Leg Armor.
130043,,,+$ev1 $en1 when crafting Cloth Leg Armor.
130044,,,+$ev1 $en1 when crafting Cloth Leg Armor.
130045,,,Learn to craft $@spellname376510.
130046,Leggings,,
130047,,,Learn to add Embroidery Thread Finishing Reagents to Chest armor.
130048,,,+$ev1 $en1 when crafting Cloth Chest Armor.
130049,,,+$ev1 $en1 when crafting Cloth Chest Armor.
130050,,,+$ev1 $en1 when crafting Cloth Chest Armor.
130051,,,Learn to craft $@spellname376510.
130052,Robes,,
130053,,,
130054,,,+$ev1 $en1 when crafting Chest and Leg Armor.
130055,,,+$ev1 $en1 when crafting Chest and Leg Armor.
130056,,,+$ev1 $en1 when crafting Chest and Leg Armor.
130057,,,+$ev1 $en1 when crafting Chest and Leg Armor.
130058,,,+$ev1 $en1 when crafting Chest and Leg Armor.
130059,,,- Learn a sub-specialization of your choice.-|n|n Learn to use Optional Reagents to specify the secondary stats on many Chest and Leg Armor pieces.
130060,Weighted Garments,,"Improve at tailoring the major aspects of an outfit such as Chest and Leg pieces of armor, gaining +$ev1 $en1 per point in this Specialization."
130061,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.|n|n-+$ev2 $en2 when crafting Cloth Armor.
130062,,,+$ev1 $en1 when crafting Cloth Armor.
130063,,,+$ev1 $en1 when crafting Cloth Armor.
130064,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.
130065,,,+$ev1 $en1 when crafting Cloth Armor.
130066,,,- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Cloth Armor.
130067,,,Learn to use Optional Reagents to upgrade item level on most Cloth Armor.
130068,Threads of Devotion,,"Devote your Tailoring Knowledge towards Cloth Armor to take on the most power foes in Khaz Algar, gaining +$en1 $ev1 per point in this Specialization."
130069,,,Learn to add Embroidery Thread Finishing Reagents to Cloaks.
130070,,,+$ev1 $en1 when crafting Cloth Back Armor.
130071,,,+$ev1 $en1 when crafting Cloth Back Armor.
130072,,,+$ev1 $en1 when crafting Cloth Back Armor.
130073,,,Learn to craft $@spellname376510.
130074,Cloaks,,"Specialize in tailoring cloth Back armors, gaining +$ev1 $en1 per point in this Specialization."
130075,,,Learn to add Embroidery Thread Finishing Reagents to Head armor.
130076,,,+$ev1 $en1 when crafting Cloth Head Armor.
130077,,,+$ev1 $en1 when crafting Cloth Head Armor.
130078,,,+$ev1 $en1 when crafting Cloth Head Armor.
130079,,,Learn to craft $@spellname376510.
130080,Hats,,"Specialize in tailoring cloth Head armors, gaining +$ev1 $en1 per point in this Specialization."
130081,,,Learn to add Embroidery Thread Finishing Reagents to Feet.
130082,,,+$ev1 $en1 when crafting Cloth Feet Armor.
130083,,,+$ev1 $en1 when crafting Cloth Feet Armor.
130084,,,+$ev1 $en1 when crafting Cloth Feet Armor.
130085,,,Learn to craft $@spellname376510.
130086,Footwear,,"Specialize in tailoring cloth Feet armors, gaining +$ev1 $en1 per point in this Specialization."
130087,,,Learn to add Embroidery Thread Finishing Reagents to Hands.
130088,,,+$ev1 $en1 when crafting Cloth Hand Armor.
130089,,,+$ev1 $en1 when crafting Cloth Hand Armor.
130090,,,+$ev1 $en1 when crafting Cloth Hand Armor.
130091,,,Learn to craft $@spellname376510.
130092,Gloves,,"Specialize in tailoring cloth Hand armors, gaining +$ev1 $en1 per point in this Specialization."
130093,,,"- Learn the final sub-specialization.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
130094,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
130095,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
130096,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces.|n|n- $ev1 $en2 when crafting Hand, Feet, Head, and Back pieces."
130097,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
130098,,,"+$ev1 $en1 when crafting Hand, Feet, Head, and Back armor."
130099,,,"- Learn a sub-specialization of your choice.|n|n- +$ev1 $en1 when crafting Hand, Feet, Head, and Back pieces."
130100,Weathering Wear,,"Improve at tailoring the embelishments of an outfit such as Hand, Feet, Head, and Back pieces. Gain +$ev1 $en1 per point in this Specialization."
