ID,Title_lang,BodyText_lang
28464,Healers,"$bullet;|cFF2959D3|Hspell:428161|h[Molten Metal]|h|r Inflicts damage over time, and slows players hit by it.

$bullet; Players hit by |cFF2959D3|Hspell:449169|h[Lava Expulsionl]|h|r receive a heavy damage over time effect.

$bullet; Speaker Dorlita targets players with |cFF2959D3|Hspell:428120|h[Lava Expulsion]|h|r firing a giant lava orb at the player inflicting fire damage."
28465,Tanks,"$bullet; Speaker Brokk's|cFF2959D3|Hspell:428202|h[Scrap Song]|h|r sends a scrap cube careening across the platform. 

$bullet; Speaker Dorlita's |cFF2959D3|Hspell:428508|h[Deconstruction]|h|r Drags the scrap cube to the center of the platform. 

$bullet; Speaker Dorlita's |cFF2959D3|Hspell:428711|h[Molten Hammer]|h|r inflicts heavy Volcanic damage to her target."
28466,Section 6,
28467,Section 7,
28468,Section 9,"$[!23

On Mythic difficulty Molten Waves explode out from the Scrap Cube.  $]"
28469,Section 10,
28470,Section 8,"$[!23

On Mythic difficulty, Lava Expulsion removes Flaming Scrap that gets hit $]"
28471,Section 10,
28473,Section 14,
28475,Section 10,
28476,Crystal Shard,
28477,Section 13,
28479,Section 16,
28480,Section 29,
28482,Manifested Dream,
28483,Section 33,
28484,Section 32,
28485,Section 34,
28486,Section 35,
28487,Section 36,
28521,Section 139,
28522,Section 140,
28523,Section 29,
28524,Section 29,
28563,Section 40,
28564,Overview,"Rasha'nan sinks her claws into The Dawnbreaker as Nightfall Bombers hurl |cFF2959D3|Hspell:434655|h[Arathi Bomb]|h|rs aboard the airship.

After suffering enough damage from the bombs' explosions, Rasha'nan takes flight across Hallowfall and begins to cast |cFF2959D3|Hspell:449734|h[Acidic Eruption]|h|r until interrupted."
28565,Healers,"$bullet;|cFF2959D3|Hspell:434089|h[Spinneret's Strands]|h|r inflict party-wide damage when snapped.
$bullet;Waves of |cFF2959D3|Hspell:434407|h[Rolling Acid]|h|r move in the targeted direction and corrode any |cFF2959D3|Hspell:434096|h[Sticky Webs]|h|r into |cFF2959D3|Hspell:438957|h[Acid Pool]|h|rs.
$bullet;|cFF2959D3|Hspell:449042|h[Radiant Light]|h|r allows skyriding and mounting in combat."
28566,Tanks,"$bullet;|cFF2959D3|Hspell:434655|h[Arathi Bomb]|h|rs inflict substantial damage to Rasha'nan.
$bullet;Waves of |cFF2959D3|Hspell:434407|h[Rolling Acid]|h|r move in the targeted direction and corrode any |cFF2959D3|Hspell:434096|h[Sticky Webs]|h|r into |cFF2959D3|Hspell:438957|h[Acid Pool]|h|rs.
$bullet;|cFF2959D3|Hspell:449042|h[Radiant Light]|h|r allows skyriding and mounting in combat."
28567,Damage Dealers,"$bullet;|cFF2959D3|Hspell:434655|h[Arathi Bomb]|h|rs inflict substantial damage to Rasha'nan.
$bullet;Waves of |cFF2959D3|Hspell:434407|h[Rolling Acid]|h|r move in the targeted direction and corrode any |cFF2959D3|Hspell:434096|h[Sticky Webs]|h|r into |cFF2959D3|Hspell:438957|h[Acid Pool]|h|rs.
$bullet;|cFF2959D3|Hspell:449042|h[Radiant Light]|h|r allows skyriding and mounting in combat."
28568,Section 5,
28569,Section 10,
28570,Section 33,
28571,Section 22,
28572,Section 26,
28573,Black Blood,"$[!8,23

On Mythic difficulty, Black Blood is absorbed after a single player steps in it.$]"
28574,Cosmic Singularity,
28575,Snapping Webs,
28576,Poison Nova,
28578,Section 7,
28579,Section 10,
28580,Section 7,
28581,Section 8,
28582,Section 9,
28583,Section 10,
28584,Section 8,
28585,Section 13,
28586,Overview,"Orator Krix'vizk uses |cFF2959D3|Hspell:434710|h[Chains of Oppression]|h|r to force players to fight him at close range as he attempts to |cFF2959D3|Hspell:434779|h[Terrorize]|h|r them.

Upon reaching 100 energy, Krix'vizk torments players with |cFF2959D3|Hspell:434829|h[Vociferous Indoctrination]|h|r inflicting heavy damage and forcing them to run from his |cFF2959D3|Hspell:434926|h[Lingering Influence]|h|r."
28587,Tank,"$bullet;|cFF2959D3|Hspell:434710|h[Chains of Oppression]|h|r affects players if they move too far from Orator Krix'vizk, or if he moves too far from them.
$bullet;|cFF2959D3|Hspell:434722|h[Subjugate]|h|r inflicts heavy damage and greatly reduces your movement speed."
28588,Damage Dealers,"$bullet;|cFF2959D3|Hspell:434710|h[Chains of Oppression]|h|r affects players if they move too far from Orator Krix'vizk, or if he moves too far from them.
$bullet;Players hit by |cFF2959D3|Hspell:434779|h[Terrorize]|h|r suffer heavy damage and are forced to cower in fear."
28589,Healer,"$bullet;|cFF2959D3|Hspell:434710|h[Chains of Oppression]|h|r affects players if they move too far from Orator Krix'vizk, or if he moves too far from them.
$bullet;Players hit by |cFF2959D3|Hspell:434779|h[Terrorize]|h|r suffer heavy damage and are forced to cower in fear.
$bullet;|cFF2959D3|Hspell:434829|h[Vociferous Indoctrination]|h|r inflicts significant damage to all party members."
28590,,
28591,Overview,"Nx unleashes |cFF2959D3|Hspell:439621|h[Shade Slashes]|h|r while Vx conjures |cFF2959D3|Hspell:440218|h[Ice Sickles]|h|r from the sidelines. 

Upon reaching 100 energy, Nx and Vx exchange their power during |cFF2959D3|Hspell:439522|h[Synergic Step]|h|r, swapping positions.

Vx then slices away with |cFF2959D3|Hspell:440468|h[Rime Dagger]|h|r and Nx steps into the shadows with |cFF2959D3|Hspell:440419|h[Shadow Shunpo]|h|r."
28592,Tank,"$bullet; When Nx uses |cFF2959D3|Hspell:439621|h[Shade Slash]|h|r, his |cFF2959D3|Hspell:439637|h[Echoing Shades]|h|r repeat previous casts in the same location.
$bullet; The target of Vx's |cFF2959D3|Hspell:440470|h[Freezing Blood]|h|r can end up |cFF2959D3|Hspell:440470|h[Frozen Solid]|h|r if they don't have allies nearby.
$bullet;|cFF2959D3|Hspell:440218|h[Ice Sickles]|h|r strike all players between Vx and her target."
28593,Damage Dealers,"$bullet; Allies affected by |cFF2959D3|Hspell:440470|h[Freezing Blood]|h|r can be warmed by standing near them.
$bullet;|cFF2959D3|Hspell:440218|h[Ice Sickles]|h|r strike all players between Vx and her target.
$bullet;|cFF2959D3|Hspell:439621|h[Shade Slash]|h|r, |cFF2959D3|Hspell:439692|h[Duskbringer]|h|r, and |cFF2959D3|Hspell:439522|h[Synergic Step]|h|r inflict heavy damage to players who fail to avoid them."
28594,Healer,"$bullet;|cFF2959D3|Hspell:440468|h[Rime Dagger]|h|r and |cFF2959D3|Hspell:439692|h[Duskbringer]|h|r inflict heavy damage to all players.
$bullet;|cFF2959D3|Hspell:440218|h[Ice Sickles]|h|r strike all players between Vx and her target.
$bullet;|cFF2959D3|Hspell:439621|h[Shade Slash]|h|r, |cFF2959D3|Hspell:439692|h[Duskbringer]|h|r, and |cFF2959D3|Hspell:439522|h[Synergic Step]|h|r inflict heavy damage to players who fail to avoid them."
28595,[PH],
28596,Overview,"Izo creates a set of |cFF2959D3|Hspell:439401|h[Shifting Anomalies]|h|r, then shows off her mastery of transformation with |cFF2959D3|Hspell:438860|h[Umbral Weave]|h|r and |cFF2959D3|Hspell:437700|h[Tremor Slam]|h|r .

Upon reaching 100 energy, Izo attempts to eliminate her target and anyone near them with |cFF2959D3|Hspell:439646|h[Process of Elimination]|h|r."
28597,Tank,"$bullet;|cFF2959D3|Hspell:439401|h[Shifting Anomalies]|h|r inflict damage and knock back players on contact.
$bullet;|cFF2959D3|Hspell:439646|h[Process of Elimination]|h|r inflicts heavy damage to Izo's target and to nearby players."
28598,Damage Dealers,"$bullet;Webs created by |cFF2959D3|Hspell:438860|h[Umbral Weave]|h|r can be attacked and destroyed.
$bullet;|cFF2959D3|Hspell:439401|h[Shifting Anomalies]|h|r inflict damage and knock back players on contact.
$bullet;|cFF2959D3|Hspell:439646|h[Process of Elimination]|h|r inflicts heavy damage to Izo's target and to nearby players."
28599,Healer,"$bullet;|cFF2959D3|Hspell:439401|h[Shifting Anomalies]|h|r inflict damage and knock back players on contact.
$bullet;|cFF2959D3|Hspell:439646|h[Process of Elimination]|h|r inflicts heavy damage to Izo's target and to nearby players.
$bullet;|cFF2959D3|Hspell:439341|h[Splice]|h|r inflicts significant damage to all party members."
28600,[PH],
28649,Section 10,
28650,Section 10,
28651,Section 10,
28706,Section 6,
28707,Section 7,
28708,Section 8,
28709,Section 9,
28710,Overview,"Sikran's |cFF2959D3|Hspell:433475|h[Phase Blade]|h|r rips through the cosmos, and leaves behind a |cFF2959D3|Hspell:458272|h[Cosmic Simulacrum]|h|r which can then be destroyed by |cFF2959D3|Hspell:442428|h[Decimate]|h|r. 

Upon reaching 100 energy, Sikran casts |cFF2959D3|Hspell:456420|h[Shattering Sweep]|h|r, destroying all remaining |cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r"
28711,Healers,"$bullet; |cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r inflict light damage to all players while active.

$bullet; Upon destruction,|cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r apply |cFF2959D3|Hspell:459273|h[Cosmic Shards]|h|r to all players.

$bullet; |cFF2959D3|Hspell:433475|h[Phase Blades]|h|r apply |cFF2959D3|Hspell:434860|h[Cosmic Wound]|h|r to all players hit, inflicting heavy damage over time."
28712,Damage Dealers,"$bullet; |cFF2959D3|Hspell:433475|h[Phase Blades]|h|r leave behind |cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r for every player hit. 

$bullet; |cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r are destroyed after being hit by |cFF2959D3|Hspell:442428|h[Decimate]|h|r and |cFF2959D3|Hspell:456420|h[Shattering Sweep]|h|r"
28713,Tanks,"|cFF2959D3|Hspell:439511|h[Captain's Flourish]|h|r inflicts light damage with |cFF2959D3|Hspell:435401|h[Expose]|h|r then finishes with |cFF2959D3|Hspell:432969|h[Phase Lunge]|h|r.

$bullet; |cFF2959D3|Hspell:432969|h[Phase Lunge]|h|r inflcts heavy Physical and Shadow damage, and increases damage taken by |cFF2959D3|Hspell:432969|h[Phase Lunge]|h|r. 

$bullet; |cFF2959D3|Hspell:442428|h[Decimate]|h|r expels cosmic spears from the boss location and breaks all |cFF2959D3|Hspell:458272|h[Cosmic Simulacrums]|h|r hit."
28719,Section 13,
28721,Section 5,"$[!15,16 
 
On Heroic and Mythic difficulties all players hit with Phase Blades will leave behind a Cosmic Simulacrum. $]"
28723,Section 16,
28727,Section 18,
28729,Section 6,
28730,Section 7,"$[!8,23,

On Mythic difficulty, detonating a Volatile Barrel afflicts all players with Cindering Wounds.$]"
28732,Overview,"The Coaglamation casts |cFF2959D3|Hspell:441216|h[Viscous Darkness]|h|r to release orbs of black blood that move towards the The Coaglamation to heal it. Players can intercept orbs of black blood to prevent them from reaching The Coaglamation, but are afflicted with |cFF2959D3|Hspell:442285|h[Corrupted Coating]|h|r each time they come into contact with an orb of black blood."
28733,Tank,"$bullet;|cFF2959D3|Hspell: 441216|h [Viscous Darkness]|h|r causes orbs of black blood to move towards The Coaglamation that players can intercept. Orbs of black blood that touch the Coaglamation heal it.
$bullet;Players that intercept orbs of black blood are afflicted with |cFF2959D3|Hspell: 442285|h[Corrupted Coating]|h|r which absorbs healing recieved.
$bullet;|cFF2959D3|Hspell:445435|h [Blood Surge]|h|r creates pools of black blood."
28734,Healers,"$bullet;|cFF2959D3|Hspell: 441216|h [Viscous Darkness]|h|r causes orbs of black blood to move towards The Coaglamation that players can intercept. Orbs of black blood that touch the Coaglamation heal it.
$bullet;Players that intercept orbs of black blood are afflicted with |cFF2959D3|Hspell: 442285|h[Corrupted Coating]|h|r which absorbs healing recieved.
$bullet;|cFF2959D3|Hspell: 437533|h[Dark Pulse]|h|r inflicts significant damage to all players."
28735,Damage Dealers,"$bullet;|cFF2959D3|Hspell: 441216|h [Viscous Darkness]|h|r causes orbs of black blood to move towards The Coaglamation that players can intercept. Orbs of black blood that touch the Coaglamation heal it.
$bullet;Players that intercept orbs of black blood are afflicted with |cFF2959D3|Hspell: 442285|h[Corrupted Coating]|h|r which absorbs healing recieved.
$bullet;|cFF2959D3|Hspell: 437533|h[Dark Pulse]|h|r inflicts significant damage to all players."
28737,PH,
28738,PH,
28739,Section 9,
28740,Section 10,
28741,Stage One: The Phantom Blade,
28742,Stage Two: Starless Night,
28743,Section 3,
28744,Section 4,
28745,Overview,"Ky'veza marks targets for their |cFF2959D3|Hspell:436867|h[Assassination]|h|r while haunting |cFF2959D3|Hspell:437371|h[Nether Phantoms]|h|r emerge from her shadow to mirror the massacre.

Upon reaching 100 energy, Ky'veza invokes a |cFF2959D3|Hspell:435405|h[Starless Night]|h|r as phantoms slaughter her enemies in the darkness."
28746,Tanks,"$bullet;|cFF2959D3|Hspell:440576|h[Chasmal Gash]|h|r increases damage taken from each strike of |cFF2959D3|Hspell:440377|h[Void Shredders]|h|r.
$bullet;Players pulled into a |cFF2959D3|Hspell:437620|h[Nether Rift]|h|r become |cFF2959D3|Hspell:437786|h[Atomized]|h|r.
$bullet;|cFF2959D3|Hspell:436749|h[Reaper]|h|r attemps to execute players that are low health."
28747,Damage Dealers,"$bullet;|cFF2959D3|Hspell:436867|h[Assassination]|h|r creates |cFF2959D3|Hspell:437371|h[Nether Phantoms]|h|r that mirror some of Ky'veza's abilities.
$bullet;Players pulled into a |cFF2959D3|Hspell:437620|h[Nether Rift]|h|r become |cFF2959D3|Hspell:437786|h[Atomized]|h|r.
$bullet;|cFF2959D3|Hspell:436749|h[Reaper]|h|r attemps to execute players that are low health."
28748,Healers,"$bullet;|cFF2959D3|Hspell:436749|h[Reaper]|h|r attemps to execute players that are low health.
$bullet;|cFF2959D3|Hspell:435405|h[Starless Night]|h|r and |cFF2959D3|Hspell:435486|h[Regicide]|h|r inflict heavy damage across the raid.
$bullet;Players pulled into a |cFF2959D3|Hspell:437620|h[Nether Rift]|h|r become |cFF2959D3|Hspell:437786|h[Atomized]|h|r."
28754,Stage One: A Queen's Venom,Ansurek battles with poison and web to show her mastery of traditional Nerubian power.
28755,Intermission: The Spider's Web,Ansurek shrouds herself in web and feeds on her weakened enemies.
28756,Stage Two: Royal Ascension,Ansurek calls reinforcements and ascends to her private chamber. She assaults pursuing players from afar to assist her forces.
28757,Stage Three: Paranoia's Feast,Ansurek embraces a dark power as paranoia takes hold.
28759,,
28760,[PH],
28761,[PH],"$[!15

On Heroic difficulty and above, this ability inflicts additional Shadow damage based on the amount of Physical damage done.$]$[!16

On Heroic difficulty and above, this ability inflicts additional Shadow damage based on the amount of Physical damage done.$]"
28762,Section 8,
28763,[PH],"$[!16

On Mythic, this ability inflicts a burst of damage to all players.$]"
28765,Section 15,"$[!15

On Heroic difficulty and above, the healing absorption amount changes based on this ability's inflicted damage.$]$[!16

On Heroic difficulty and above, the healing absorption amount changes based on this ability's inflicted damage.$]"
28768,Section 10,
28769,Section 11,
28770,Section 12,"$[!15,16
On Heroic difficulty, Dark Viscera spews from the bursting player.$]"
28772,Section 18,
28784,Section 15,
28790,Tanks,"$bullet;|cFF2959D3|Hspell:435622|h[Let It Hail]|h|r detonates any remaining Cinderbrew Bombs.
$bullet;|cFF2959D3|Hspell:436592|h[Cash Cannon]|h|r ignites nearby Cinderbrew Bombs, causing them to explode."
28791,Damage Dealers,"$bullet;|cFF2959D3|Hspell:435622|h[Let It Hail]|h|r detonates any remaining Cinderbrew Bombs.
$bullet;|cFF2959D3|Hspell:436640|h[Burning Ricochet]|h|r bounces to nearby players and Cinderbrew Bombs."
28792,Healers,"$bullet;|cFF2959D3|Hspell:435622|h[Let It Hail]|h|r detonates any remaining Cinderbrew Bombs and inflicts heavy Physical damage to all players.
$bullet;|cFF2959D3|Hspell:436640|h[Burning Ricochet]|h|r inflicts heavy Fire damage over time to afflicted players."
28797,Nether Phantom,A spectral image of Ky'veza that mirrors some of her attacks.
28798,Section 16,
28800,Section 18,
28807,Section 6,
28808,Section 7,
28809,Section 8,
28810,Section 9,
28811,Starved Crawler,
28813,Section 12,
28814,Stage One: The Dawnbreaker,
28815,Section 5,
28816,Section 8,
28817,Section 11,
28819,Section 9,
28820,Section 12,
28821,Stage Two: The Veneration Grounds,
28822,Section 16,
28823,Section 16,
28825,Section 12,
28826,Section 18,
28828,Ravenous Scarab,The force of Tremor Slam awakens scarabs that emerge and attack players.
28832,Section 16,
28833,Overview,"Ulgrax attempts to devour players by engaging in a |cFF2959D3|Hspell:434799|h[Carnivorous Contest]|h|r and places globs of |cFF2959D3|Hspell:439502|h[Stalker's Webbing]|h|r throughout the arena.

At zero energy, Ulgrax goes mad with hunger, attacking players with |cFF2959D3|Hspell:436217|h[Juggernaut Charge]|h|r. Ulgrax then demands to be fed, unleashing |cFF2959D3|Hspell:458074|h[Hungering Bellows]|h|r until his energy is brought to full."
28834,Damage Dealers,"$bullet; |cFF2959D3|Hspell:439502|h[Stalker's Webbing]|h|r  will trap players and nearby allies in |cFF2959D3|Hspell:455831|h[Hardened Netting]|h|r on contact.
$bullet;Ravenous Spawn continually |cFF2959D3|Hspell:439037|h[Disembowel]|h|r a player."
28835,Healers,"$bullet;|cFF2959D3|Hspell:435138|h[Digestive Acid]|h|r inflicts significant damage to nearby allies when removed. 
$bullet;Each application of |cFF2959D3|Hspell:438041|h[Instiable Rage]|h|r increases Ul'grax's damage."
28836,Tanks,"$bullet;Ravenous Spawn continually place applications of |cFF2959D3|Hspell:439037|h[Disembowel]|h|r on a player.
$bullet;Excessively |cFF2959D3|Hspell:434705|h[Tenderized]|h|r players will become unable to be healed."
28837,Section 5,
