ID,Description_lang,Title_lang,Reward_lang
18062,Get Silver ranked time for Forbidden Reach Forbidden Reach Rush Reverse Challenge.,Forbidden Reach Rush Reverse Challenge: Silver,
18063,Get Gold ranked time for Forbidden Reach Forbidden Reach Rush Reverse Challenge.,Forbidden Reach Rush Reverse Challenge: Gold,
18064,Complete Zaralek Cavern Crystal Circuit Challenge.,Crystal Circuit Challenge: Bronze,
18065,Get Silver ranked time for Zaralek Cavern Crystal Circuit Challenge.,Crystal Circuit Challenge: Silver,
18066,Get Gold ranked time for Zaralek Cavern Crystal Circuit Challenge.,Crystal Circuit Challenge: Gold,
18067,Complete Zaralek Cavern Crystal Circuit Reverse Challenge.,Crystal Circuit Reverse Challenge: Bronze,
18068,Get Silver ranked time for Zaralek Cavern Crystal Circuit Reverse Challenge.,Crystal Circuit Reverse Challenge: Silver,
18069,Get Gold ranked time for Zaralek Cavern Crystal Circuit Reverse Challenge.,Crystal Circuit Reverse Challenge: Gold,
18070,Complete Zaralek Cavern Caldera Cruise Challenge.,Caldera Cruise Challenge: Bronze,
18071,Get Silver ranked time for Zaralek Cavern Caldera Cruise Challenge.,Caldera Cruise Challenge: Silver,
18072,Get Gold ranked time for Zaralek Cavern Caldera Cruise Challenge.,Caldera Cruise Challenge: Gold,
18073,Complete Zaralek Cavern Caldera Cruise Reverse Challenge.,Caldera Cruise Reverse Challenge: Bronze,
18074,Get Silver ranked time for Zaralek Cavern Caldera Cruise Reverse Challenge.,Caldera Cruise Reverse Challenge: Silver,
18075,Get Gold ranked time for Zaralek Cavern Caldera Cruise Reverse Challenge.,Caldera Cruise Reverse Challenge: Gold,
18076,Complete Zaralek Cavern Brimstone Scramble Challenge.,Brimstone Scramble Challenge: Bronze,
18077,Get Silver ranked time for Zaralek Cavern Brimstone Scramble Challenge.,Brimstone Scramble Challenge: Silver,
18078,Get Gold ranked time for Zaralek Cavern Brimstone Scramble Challenge.,Brimstone Scramble Challenge: Gold,
18079,Complete Zaralek Cavern Brimstone Scramble Reverse Challenge.,Brimstone Scramble Reverse Challenge: Bronze,
18080,Get Silver ranked time for Zaralek Cavern Brimstone Scramble Reverse Challenge.,Brimstone Scramble Reverse Challenge: Silver,
18081,Get Gold ranked time for Zaralek Cavern Brimstone Scramble Reverse Challenge.,Brimstone Scramble Reverse Challenge: Gold,
18082,Complete Zaralek Cavern Shimmering Slalom Challenge.,Shimmering Slalom Challenge: Bronze,
18083,Get Silver ranked time for Zaralek Cavern Shimmering Slalom Challenge.,Shimmering Slalom Challenge: Silver,
18084,Get Gold ranked time for Zaralek Cavern Shimmering Slalom Challenge.,Shimmering Slalom Challenge: Gold,
18085,Complete Zaralek Cavern Shimmering Slalom Reverse Challenge.,Shimmering Slalom Reverse Challenge: Bronze,
18086,Get Silver ranked time for Zaralek Cavern Shimmering Slalom Reverse Challenge.,Shimmering Slalom Reverse Challenge: Silver,
18087,Get Gold ranked time for Zaralek Cavern Shimmering Slalom Reverse Challenge.,Shimmering Slalom Reverse Challenge: Gold,
18088,Complete Zaralek Cavern Loamm Roamm Challenge.,Loamm Roamm Challenge: Bronze,
18089,Get Silver ranked time for Zaralek Cavern Loamm Roamm Challenge.,Loamm Roamm Challenge: Silver,
18090,Get Gold ranked time for Zaralek Cavern Loamm Roamm Challenge.,Loamm Roamm Challenge: Gold,
18091,Complete Zaralek Cavern Loamm Roamm Reverse Challenge.,Loamm Roamm Reverse Challenge: Bronze,
18092,Get Silver ranked time for Zaralek Cavern Loamm Roamm Reverse Challenge.,Loamm Roamm Reverse Challenge: Silver,
18093,Get Gold ranked time for Zaralek Cavern Loamm Roamm Reverse Challenge.,Loamm Roamm Reverse Challenge: Gold,
18094,Complete Zaralek Cavern Sulfur Sprint Challenge.,Sulfur Sprint Challenge: Bronze,
18095,Get Silver ranked time for Zaralek Cavern Sulfur Sprint Challenge.,Sulfur Sprint Challenge: Silver,
18096,Get Gold ranked time for Zaralek Cavern Sulfur Sprint Challenge.,Sulfur Sprint Challenge: Gold,
18097,Complete Zaralek Cavern Sulfur Sprint Reverse Challenge.,Sulfur Sprint Reverse Challenge: Bronze,
18098,Get Silver ranked time for Zaralek Cavern Sulfur Sprint Reverse Challenge.,Sulfur Sprint Reverse Challenge: Silver,
18099,Get Gold ranked time for Zaralek Cavern Sulfur Sprint Reverse Challenge.,Sulfur Sprint Reverse Challenge: Gold,
18100,Complete all of the following special encounters in Zaralek Cavern while under the effect of a Clacking Claw.,Cavern Clawbbering,Toy: Vibrant Clacking Claw
18149,"Defeat the Echo of Neltharion after players smash through walls of Twisted Earth while carrying the Expired Experiment, the Stack of Scrolls, the Neverburning Ebon Candle, and the ""Portable"" Ebon Anvil in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Objects in Transit May Shatter,
18150,Find the following dragon glyphs in Zaralek Cavern.,Zaralek Cavern Glyph Hunter,
18151,"Defeat Kazzara, the Hellforged in Aberrus, the Shadowed Crucible on Mythic difficulty.","Mythic: Kazzara, the Hellforged",
18152,"Defeat The Amalgamation Chamber in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: The Amalgamation Chamber,
18153,"Defeat The Forgotten Experiments in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: The Forgotten Experiments,
18154,"Defeat Assault of the Zaqali in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: Assault of the Zaqali,
18155,"Defeat Rashok, the Elder in Aberrus, the Shadowed Crucible on Mythic difficulty.","Mythic: Rashok, the Elder",
18156,"Defeat The Vigilant Steward, Zskarn in Aberrus, the Shadowed Crucible on Mythic difficulty.","Mythic: The Vigilant Steward, Zskarn",
18157,"Defeat Magmorax in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: Magmorax,
18158,"Defeat Echo of Neltharion in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: Echo of Neltharion,
18159,"Defeat Scalecommander Sarkareth in Aberrus, the Shadowed Crucible on Mythic difficulty.",Mythic: Scalecommander Sarkareth,Title: Heir to the Void
18160,Defeat the following bosses on any difficulty.,"Aberrus, the Shadowed Crucible",
18161,Defeat the following bosses on Heroic difficulty.,"Heroic: Aberrus, the Shadowed Crucible",
18162,Defeat the following bosses on Mythic difficulty.,"Mythic: Aberrus, the Shadowed Crucible",
18163,"Defeat the following bosses in the experimental laboratories of Aberrus, the Shadowed Crucible.",Discarded Works,
18164,"Defeat the following bosses in the wing of Aberrus, the Shadowed Crucible.",Fury of Giants,
18165,"Defeat the following bosses in the depths of Aberrus, the Shadowed Crucible.",Neltharion's Shadow,
18167,"Descend to the edge of reality and confront Scalecommander Sarkareth within Aberrus, the Shadowed Crucible.",Edge of the Void,
18168,"Defeat the Shadowflame Amalgamation after using Umbral Detonation, Fiery Meteor and Blistering Twilight on a Forgotten Specimen Tank to create and extinguish a Shadowflame Remnant in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",I'll Make My Own Shadowflame,
18169,Hidden tracking achievement for 10.1 Snailies. [DNT],[DNT] Shimmershell Snail,
18172,"Defeat Magmorax after feeding him 20 Spicy Lava Snails in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Escar-Go-Go-Go,
18173,"Defeat The Forgotten Experiments after Nutraal is hit 3 times by Rending Charge, Volatile Spew, and Deep Breath in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Tabula Rasa,
18174,Defeat the Animated Contaminant during the Researchers Under Fire: Titan Lockdown event.,Contaminant Cleaner,
18176,Among the first two hundred guilds worldwide to defeat Scalecommander Sarkareth on Mythic difficulty.,Hall of Fame: Scalecommander Sarkareth,Title: Famed Slayer of Sarkareth
18177,"Defeat the following bosses in Aberrus, the Shadowed Crucible on Normal difficulty or higher while in a guild group.","Aberrus, the Shadowed Crucible Guild Run",
18178,"Defeat the following bosses in Aberrus, the Shadowed Crucible on Heroic difficulty or higher while in a guild group.","Heroic: Aberrus, the Shadowed Crucible Guild Run",
18179,"Defeat Scalecommander Sarkareth in Aberrus, the Shadowed Crucible on Mythic Difficulty while in a guild group.",Mythic: Scalecommander Sarkareth Guild Run,
18180,,"Kazzara, the Hellforged kills (Raid Finder Aberrus, the Shadowed Crucible)",
18181,,"The Amalgamation Chamber kills (Raid Finder Aberrus, the Shadowed Crucible)",
18182,,"The Forgotten Experiments kills (Raid Finder Aberrus, the Shadowed Crucible)",
18183,,"Assault of the Zaqali kills (Raid Finder Aberrus, the Shadowed Crucible)",
18184,,"Rashok, the Elder kills (Raid Finder Aberrus, the Shadowed Crucible)",
18185,,"The Vigilant Steward, Zskarn kills (Raid Finder Aberrus, the Shadowed Crucible)",
18186,,"Magmorax kills (Raid Finder Aberrus, the Shadowed Crucible)",
18187,,"Scalecommander Sarkareth kills (Raid Finder Aberrus, the Shadowed Crucible)",
18188,,"Echo of Neltharion kills (Raid Finder Aberrus, the Shadowed Crucible)",
18189,,"Kazzara, the Hellforged kills (Normal Aberrus, the Shadowed Crucible)",
18190,,"The Amalgamation Chamber kills (Normal Aberrus, the Shadowed Crucible)",
18191,,"The Forgotten Experiments kills (Normal Aberrus, the Shadowed Crucible)",
18192,,"Assault of the Zaqali kills (Normal Aberrus, the Shadowed Crucible)",
18193,"Defeat The Vigilant Steward, Zskarn while a member of your raid is carrying the Delicate Experimental Egg in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Eggscellent Eggsecution,
18194,,"Rashok, the Elder kills (Normal Aberrus, the Shadowed Crucible)",
18195,,"The Vigilant Steward, Zskarn kills (Normal Aberrus, the Shadowed Crucible)",
18196,,"Magmorax kills (Normal Aberrus, the Shadowed Crucible)",
18197,,"Echo of Neltharion kills (Normal Aberrus, the Shadowed Crucible)",
18198,,"Scalecommander Sarkareth kills (Normal Aberrus, the Shadowed Crucible)",
18199,Defeat Ritualmaster Skarna and the Elder Magma Worm during the Researchers Under Fire: Zaqali Ruin Investigation event.,Zaqali Ritual Buster,
18200,Complete the following achievements during the Researchers Under Fire event located in Zaralek Cavern.,Cooling the Research Field,Title: Field Researcher
18201,Defeat the Contaminated Titan Watcher during the Researchers Under Fire: Titan Lockdown event.,Lockdown Mystery,
18202,Destroy 100 boulders during the Researchers Under Fire: Titan Lockdown event.,Rockin Research,
18203,Gather 50 Curious Ore Samples during the Researchers Under Fire: Titan Lockdown event.,A Research Sampler,
18204,Defeat the Monstrous Magmaclaw Snapper during the Researchers Under Fire: Zaqali Ruin Investigation event.,Research Mishap,
18205,Restore 25 Djaradin Pillar Shards during the Researchers Under Fire: Zaqali Ruin Investigation event.,A Pillar of the Research Community,
18206,Restore 25 Resilient Stones to the Zaqali altar during the Researchers Under Fire: Zaqali Ruin Investigation event.,A Djaradin Puzzle,
18207,Kill 500 hostile creatures during either of the Researchers Under Fire events.,Hot Research Zone,
18208,Stomp on 200 Magmaclaw Snappers during the Researchers Under Fire: Zaqali Ruin Investigation event.,The Small Disruptions,
18209,Defeat the Sundered Flame leader Captain Reykal during either of the Researchers Under Fire events.,Nothing Stops the Research,
18210,,"Kazzara, the Hellforged kills (Heroic Aberrus, the Shadowed Crucible)",
18211,,"The Amalgamation Chamber kills (Heroic Aberrus, the Shadowed Crucible)",
18212,,"The Forgotten Experiments kills (Heroic Aberrus, the Shadowed Crucible)",
18213,,"Assault of the Zaqali kills (Heroic Aberrus, the Shadowed Crucible)",
18214,,"Rashok, the Elder kills (Heroic Aberrus, the Shadowed Crucible)",
18215,,"The Vigilant Steward, Zskarn kills (Heroic Aberrus, the Shadowed Crucible)",
18216,,"Magmorax kills (Heroic Aberrus, the Shadowed Crucible)",
18217,,"Echo of Neltharion kills (Heroic Aberrus, the Shadowed Crucible)",
18218,,"Scalecommander Sarkareth kills (Heroic Aberrus, the Shadowed Crucible)",
18219,,"Kazzara, the Hellforged kills (Mythic Aberrus, the Shadowed Crucible)",
18220,,"The Amalgamation Chamber kills (Mythic Aberrus, the Shadowed Crucible)",
18221,,"The Forgotten Experiments kills (Mythic Aberrus, the Shadowed Crucible)",
18222,,"Assault of the Zaqali kills (Mythic Aberrus, the Shadowed Crucible)",
18223,,"Rashok, the Elder kills (Mythic Aberrus, the Shadowed Crucible)",
18224,,"The Vigilant Steward, Zskarn kills (Mythic Aberrus, the Shadowed Crucible)",
18225,,"Magmorax kills (Mythic Aberrus, the Shadowed Crucible)",
18226,,"Echo of Neltharion kills (Mythic Aberrus, the Shadowed Crucible)",
18227,,"Scalecommander Sarkareth kills (Mythic Aberrus, the Shadowed Crucible)",
18228,"Defeat the Assault of the Zaqali after hitting the following creatures with a Cave Pebble in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Are You Even Trying?,
18229,"Defeat Kazzara, the Hellforged after shattering your own Hellsteel Plating in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Cosplate,
18230,"Defeat Rashok, the Elder after hitting the Lost Lunker with Searing Slam 5 times in Aberrus, the Shadowed Crucible on Normal difficulty or higher.",Whac-A-Swog,
18231,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 1 (Character),
18232,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 2 (Character),
18233,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 4 (Character),
18234,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 8 (Character),
18235,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 11 (Character),
18236,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 12 (Character),
18237,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 14 (Character),
18238,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 16 (Character),
18239,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 17 (Character),
18240,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 18 (Character),
18241,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 20 (Character),
18242,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 23 (Character),
18243,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 24 (Character),
18244,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 25 (Character),
18245,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 26 (Character),
18246,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 27 (Character),
18247,,<DNT> Niffen Cave Dive - Completed At Least Once - Puzzle 28 (Character),
18248,,<DNT> Niffen Cave Dive - Completed At Least Once - Tutorial Objectives (Character),
18249,Collect any armor set from Dragonflight PvP Season 2.,Obsidian Tie Event,
18250,Owner of the Ysergle pet.,Ysergle The Dreamurk,
18251,"Complete the Aberrus, the Shadowed Crucible raid achievements listed below.",Glory of the Aberrus Raider,Mount: Shadowflame Shalewing
18253,"Defeat Scalecommander Sarkareth in Aberrus, the Shadowed Crucible on Heroic difficulty or higher, before the release of the next raid tier.",Ahead of the Curve: Scalecommander Sarkareth,
18254,"Defeat  Scalecommander Sarkareth in Aberrus, the Shadowed Crucible on Mythic difficulty, before the release of the next raid tier.",Cutting Edge: Scalecommander Sarkareth,
18255,Complete the following Sniffenseek digs alongside a niffen companion.,Proof of Myrrit,
18256,"Wielder of Nasz'uro, the Unbound Legacy.","Nasz'uro, the Unbound Legacy",
18257,Complete 50 Sniffenseek digs alongside a niffen companion.,Can You Dig It?,
18258,Owner of the Baa'lial pet.,Little Lord of Lies,
18259,Complete Kalimdor Felwood Flyover Challenge.,Felwood Flyover Challenge: Bronze,
18260,Get Silver ranked time for Kalimdor Felwood Flyover Challenge.,Felwood Flyover Challenge: Silver,
18261,Get Gold ranked time for Kalimdor Felwood Flyover Challenge.,Felwood Flyover Challenge: Gold,
18262,Complete Kalimdor Felwood Flyover Reverse Challenge.,Felwood Flyover Reverse Challenge: Bronze,
18263,Get Silver ranked time for Kalimdor Felwood Flyover Reverse Challenge.,Felwood Flyover Reverse Challenge: Silver,
