ID,Name_lang,SourceText_lang,Description_lang
1658,Ivory Trader's Ottuk,|cFFFFD200Vendor: |rTattukiaka|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r1|Hitem:193696|h|TInterface\ICONS\INV_10_DungeonJewelry_Primalist_Ring_1_Earth.BLP:0|t|h 1|Hitem:193633|h|TInterface\ICONS\INV_10_DungeonJewelry_Tuskarr_Ring_2_Color4.BLP:0|t|h 1|Hitem:193708|h|TInterface\ICONS\INV_10_DungeonJewelry_Explorer_Ring_1_Color1.BLP:0|t|h,"No adult knows why some ottuks are white, but any tuskarr child can tell you: it's because they eat too much snow."
1659,Yellow Scouting Ottuk,|cFFFFD200Faction:|r Iskaara Tuskarr|n|cFFFFD200Renown:|r 25|n|cFFFFD200Vendor:|r Tatto|n|cFFFFD200Location:|r Iskaara|n|cFFFFD200Cost:|r 2|Hitem:201403|h|TInterface\ICONS\Achievement_Reputation_Tuskarr.blp:0|t|h 2|Hitem:201400|h|TInterface\ICONS\TRADE_ARCHAEOLOGY_SHARK JAWS.BLP:0|t|h 750|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,"The yellow scouting ottuk love to hide and they blend in well to their surroundings. When not 'playing' hide and seek with their riders, they are perfect companions when scouting enemy encampments."
1660,Crimson Gladiator's Drake,|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 1|n|cFFFFD200Category:|r Player vs. Player,"Forged in the fires of conquest, and armored to the teeth."
1662,Telix the Stormhorn,|cFFFFD200Promotion|r |n,"Once a simple beetle of the Forbidden Reach, Telix became infused with storm magic when Raszageth was unleashed. With its newly heightened senses, Telix roams the Dragon Isles alongside the Dragonscale Expedition--and you!"
1664,Guardian Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Trained using ancient dracthyr methods, these armored vorquin are the pinnacle of tactical mounted ground warfare."
1665,Swift Armored Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Trained using ancient dracthyr methods, these armored vorquin are the pinnacle of tactical mounted ground warfare."
1667,Armored Vorquin Leystrider,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Trained using ancient dracthyr methods, these armored vorquin are the pinnacle of tactical mounted ground warfare."
1668,Majestic Armored Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r80|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Trained using ancient dracthyr methods, these armored vorquin are the pinnacle of tactical mounted ground warfare."
1669,Bestowed Ohuna Spotter,|cFFFFD200Achievement:|r Wake Me Up|n|cFFFFD200Category:|r Exploration|n,"A gift from the Ohn'ir, these ohuna are invaluable companions when scouting new horizons for the Dragonscale Expedition."
1671,Duskwing Ohuna,|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r1000|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h,If you look to the night sky and see the clouds whisk by don't panic. It may just be the illusive Duskwing Ohuna.
1672,Zenet Hatchling,|cFFFFD200Drop:|r Zenet Egg|n|cFFFFD200Zone:|r Ohn'ahran Plains,The hardest winds begin with a gust and a flap.
1674,Temperamental Skyclaw,|cFFFFD200Vendor:|r Zon'Wogi|n|cFFFFD200Zone:|r The Azure Span|n|n,Slyverns are rarely comfortable acting as mounts. Only those willing to feed their gluttonous appetites and keep a careful eye on them should attempt to ride.
1679,Frostbrood Proto-Wyrm,|cFFFFD200Promotion:|r Wrath of the Lich King Classic|n,The same magic of undeath that raised the Frostbrood into the Lich King's service has infused this primal wyrm. Its loyalty and ferocity now serve those who defend Azeroth.
1681,Hailstorm Armoredon,|cFFFFD200Achievement: |rDragonflight Keystone Master: Season One|n|cFFFFD200Category: |rDungeons,"Born in the middle of an ice storm, this armoredon prefers its meals partially frozen."
1683,Crimson Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Respected for their resilience in battle, even against dragonfire, these noble beasts are the prized mounts of the dracthyr cavalry."
1684,Sapphire Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Respected for their resilience in battle, even against dragonfire, these noble beasts are the prized mounts of the dracthyr cavalry."
1685,Bronze Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Respected for their resilience in battle, even against dragonfire, these noble beasts are the prized mounts of the dracthyr cavalry."
1686,Obsidian Vorquin,|cFFFFD200Vendor: |rTreysh|n|cFFFFD200Zone: |rThe Forbidden Reach|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTethalash|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Respected for their resilience in battle, even against dragonfire, these noble beasts are the prized mounts of the dracthyr cavalry."
1688,Vicious Sabertooth,|cFFFFD200PvP:|r Dragonflight: Season 1|nRated Arena and Rated Battleground Season Reward,"The elite Alliance forces that use these sabertooth mounts use a battle cry that translates from Darnassian as ""here kitty kitty""."
1689,Vicious Sabertooth,|cFFFFD200PvP:|r Dragonflight: Season 1|nRated Arena and Rated Battleground Season Reward,"The elite Horde forces that use these sabertooth mounts use a battle cry that translates from Thalassian as ""pspspspsps""."
1690,Whelpling,,
1692,Wondrous Wavewhisker,|cFFFFD200In-Game Shop|r|n,They say one of these magical fish is born when a fisherfolk dreams of the one that got away... and grows bigger with each retelling of the tale.
1698,Rocket Shredder 9001,|cFFFFD200Recruit-a-Friend|r |n,"The salesgoblin always tells people about the RS-9001's huge variety of attachments, but somehow neglects to mention that you never get to pick the attachments it'll have when you mount up."
1699,Gleaming Moonbeast,|cFFFFD200Promotion|r ,"Armored in glistening silver, these devoted mounts are said to be a blessing from Elune herself."
1715,Armadillo Roller,|cFFFFD200Achievement: |rMecha-Done|n|cFFFFD200Category: |rBattle for Azeroth,The technologies and creatures of the deep will help us traverse these unknown areas.
1725,Inferno Armoredon,|cFFFFD200Achievement: |rDragonflight Keystone Master: Season Two|n|cFFFFD200Category: |rDungeons,Its tail smells like campfire but its breath smells like brimstone.
1727,Tarecgosa's Visage,|cFFFFD200Quest:|r Rhapsody in Blue,"""Farewell, Tarecgosa. A dear sister, hero, student, and teacher. Though blood does not bind us, you will always be family. May your soul find its place soaring among the stars."""
1729,Big Slick in the City,|cFFFFD200Quest:|r Snailed It|n|cFFFFD200Zone: |rZaralek Cavern,"Big heart, big dreams, Big Slick."
1730,Igneous Shalewing,|cFFFFD200Vendor: |rSaccratros|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r400|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h,"You'd be forgiven for mistaking this creature for a flying volcanic rock. Because to some extent, it is."
1732,Cobalt Shalewing,|cFFFFD200Drop: |rKaroktra|n|cFFFFD200Zone: |rZaralek Cavern,"Brood of Karoktra, raised in the underlight of Zaralek Cavern."
1733,Calescent Shalewing,"|cFFFFD200Achievement:|r Que Zara(lek), Zara(lek)|n|cFFFFD200Category:|r Quests","A shalewing born in the wake of Fyrakk's destructive breach. Cursed by his primal flame, its temperature slowly but constantly rises. It must immerse itself in water to cool off periodically, lest its own heat smother it."
1734,Shadowflame Shalewing,|cFFFFD200Achievement: |rGlory of the Aberrus Raider,"Born from the magma, its carapace was originally molten blobs cooled to form dark-colored volcanic rock. Being imbued by shadowflame has only solidified its unbreakable nature."
1735,Cataloged Shalewing,|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Public Event: |rResearchers Under Fire,The first instance of a flaming shalewing ever discovered. Nine out of ten researchers agree: it's hot!
1736,Boulder Hauler,|cFFFFD200Vendor: |rPonzo|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r85|Hitem:205188|h|TInterface\ICONS\INV_Stone_WeightStone_08.blp:0|t|h,These shalewings have been specially trained to carry large amounts of Barter Boulders for the niffen's bartering activities.
1737,Sandy Shalewing,|cFFFFD200Achievement: |rMaster of Troubled Timeways|n|cFFFFD200Category: |rTimewalking,The patterns on the wings of that creature resemble sand flowing through an hourglass. One could gaze upon them for ages...
1738,Morsel Sniffer,|cFFFFD200Vendor: |rHarlowe Marl|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r800|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,A breed of shalewings trained by the niffen to find the deepest of morsels.
1739,Obsidian Gladiator's Slitherdrake,|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 2|n|cFFFFD200Category:|r Player vs. Player,This mischievous drake enjoys flying through geysers and volcanic plumes.
1740,Vicious War Snail,|cFFFFD200PvP:|r Dragonflight: Season 2|nRated Arena and Rated Battleground Season Reward,The Alliance uses these ravenous snail mounts to traverse over any obstacle in battlefields.
1741,Vicious War Snail,|cFFFFD200PvP:|r Dragonflight: Season 2|nRated Arena and Rated Battleground Season Reward,The Horde uses these ravenous snail mounts to traverse over any obstacle in battlefields.
1742,Felcrystal Scorpion,|cFFFFD200Trading Post|r,The results of a fel infusion experiment with one of Skorpyron's offspring.
1744,Grotto Netherwing Drake,|cFFFFD200Quest:|r Dragon Keeping|n|cFFFFD200Zone: |rEmerald Dream,"After traveling to Outland and back, it's only natural these drakes seek out new skies."
1771,Highland Drake,|cFFFFD200Achievement:|r Dragon Isles: Highland Drake|n,The drakes of Azure Span follow a strict personal code of honor as they explore the isles anew.
1772,Scarlet Pterrordax,|cFFFFD200Quest:|r Time to Fly|n,This pterrordax was so eager to take to the skies that its handler couldn't finish training it.
1773,Harbor Gryphon,|cFFFFD200Quest:|r Time to Fly|n,"This gryphon was the runt of its pride, left behind when its brethren were sent for training. Today, however, it is ready to prove its worth."
1774,Valiance,|cFFFFD200Discovery:|r Valiance|n|cFFFFD200Location:|r Naxxramas,"Most undead steeds have their riders chosen for them. Valiance, on the other hand, chooses its own rider."
1776,White War Wolf,|cFFFFD200Horde |r|n|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rWarden Krizzik|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h|n|n|cFFFFD200Alliance |r|n|cFFFFD200Item: |rGift of the White War Wolf,Can a wolf's hunger ever be satiated? These lupine brutes seek and devour the enemies of the Horde.
1777,Ravenous Black Gryphon,|cFFFFD200Alliance |r|n|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rWarden Krizzik|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h|n|n|cFFFFD200Horde |r|n|cFFFFD200Item: |rGift of the Ravenous Black Gryphon,War corrupted these once-proud creatures. The susurration of their wings now whispers omens of imminent demise.
1778,Gold-Toed Albatross,|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rSorotis|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,"Soaring from a distant timeway, this never-before-seen avian variant was born in a world of order."
1779,Felstorm Dragon,|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rFalara Nightsong|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,The Burning Legion defeated dragons in a distant timeway. These foul fel wyrms chose corruption and servitude over destruction.
1781,Sulfur Hound,|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rProvisioner Qorra|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,"The Black Empire subjugated these humbled and hateful hounds. Utterly obedient, they still serve the strong."
1782,Perfected Juggernaut,|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rGill the Drill|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,"Perfection, like beauty, is in the eye of the beholder. But eyesight can be surgically enhanced."
1783,Scourgebound Vanquisher,|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rBaron Silver|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r3000|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h,"Once bound in service to the Scourge, these undead dragons exist only to spread death, disease, and destruction."
1784,Royal Swarmer,|cFFFFD200Trading Post|r,These drones will swarm anyone who dares approach their queen uninvited.
1785,Ancestral Clefthoof,|cFFFFD200Trading Post|r|n,"This clefthoof has seen ages pass, witnessing everything and patiently teaching many to ride."
1786,Renewed Proto-Drake,|cFFFFD200Achievement:|r Dragon Isles: A New Friend,"As the isles awaken, these proto-drakes answer the call to soar the skies alongside mortals."
1787,Windborne Velocidrake,|cFFFFD200Achievement:|r Dragon Isles: Windborne Velocidrake,The long talons of the velocidrake give it an edge on the plains.
1788,Cliffside Wylderdrake,|cFFFFD200Achievement:|r Dragon Isles: Cliffside Wylderdrake,"Often roosting along the steep cliff faces of Thaldraszus, they're swift to the skies in times of danger."
1789,Winding Slitherdrake,|cFFFFD200Achievement:|r A Serpentine Discovery,These drakes feel at home in the depths of the earth and the far reaches of the sky.
1792,Algarian Stormrider,|cFFFFD200Promotion:|r The War Within Heroic Edition|n,"Flying true even in the harshest conditions, this lightning-infused rook was trained to soar through the skies of the Isle of Dorn and into the depths below."
1794,Pattie,|cFFFFD200Achievement: |rWhodunnit?|n|cFFFFD200Event: |rSecrets of Azeroth,"Preservationist Kathos encountered Pattie on her first assignment to Vol'dun. Pattie developed an affinity to Preservationist work but is eager to delve deeper, helping adventurers in their sleuthing."
