ID,Name_lang,Location_lang,Description_lang
2149,Mur-Lock and Load,Nazjatar,Theres so many of them it's like shooting fish in a barrel! Only it's Murlocs!
2150,Land Ahoy!,Nazjatar,Send our crews to explore the newly revealed landmass.
2151,Mech-mon,Mechagon,A malfunctioning robot has decided it is actually a troll and started gathering followers.
2152,Toxicity,Mechagon,Nothing like a good bit of engineering to really spice up the local wildlife!
2153,Urgent Rescue,Nazjatar,One of the vessels we thought was lost has managed to send a distress call.
2154,Why Spiders?,Mechagon,Who in their right mind would make a mechanical spider?
2155,Delivery!,Mechagon,A container drone has decided the best way to complete its delivery is to ensure the crate lands right on the heads of the recipient.
2156,Scrap This!,Mechagon,"Scrapbots are running rampant, deal with it."
2157,Zem'lan's Lost Treasure,Skelton Isle,"Send your followers to the location on the treasure map. Zem'lan left guards, yet that was many milenia ago."
2158,Investigating the Rumors,Theramore,An Alliance general has been tasked with carrying vital information on the next Worldvein location to Theramore for transport to Stormwind. We are going to stage a raid on the Southern Barrens as a pretense to steal the information.
2159,Investigating the Rumors,Durotar,A Horde general has been tasked with delivering information on the location of a new Worldvein to Ogrimmar. We are going to stage a raid on Durotar and in the melee steal that information.
2160,Finding a Key,Nazmir,The captured documents point to a special artifact from the Uldir facility that can be used as a compass to find the Worldvein.
2161,Finding a Key,Nazmir,The captured documents point to a special artifact from the Uldir facility. It turns out we had it within our grasp the whole time.
2162,Tracking the Worldvein,Uncharted Isle,"Now that we have the compass we are ready to proceed with the expedition to find the next Worldvein. Based on the bearing it appears we must venture deep into uncharted seas, prepare for a long expedition."
2163,The Last Worldvein,Barren Atol,"Send your followers to the location noted on the map. We have word Alliance spies have gotten wind of the location, it is now a race."
2164,The Last Worldvein,Barren Atol,"Send your followers to the location noted on the map. We have word Horde spies have gotten wind of the location, it is now a race."
2167,JasonTest Mission,Barren Atol,"Send your followers to the location noted on the map. We have word Horde spies have gotten wind of the location, it is now a race."
2168,Catastrophic Skeleton Infestation,The Stitchyard,"The problem has gotten even worse, and rogue Skeletons have run amok in a giant swarm. Snuff them out, and you will have my thanks!"
2169,Control the Verdant Prowlers,Garden of Night,A pack of verdant prowlers have gone wild and are savaging the Garden of Night. Put them down.
2170,Rot-Heart's Final Rest,Witherwood,A noble ancient has gone berserk due to anima starvatation. Lay them to rest with dignity.
2171,Necromancer's Lair,The Stitchyard,"The source of the Swarming Skeletons has become clear, as a Necromancer raises his grim visage in support of his minions. Crush their defiance at once!"
2172,Wolfram Alpha,Garden of Night,You've enraged the leader of the pack and he's joined his cohorts.
2174,Tutorial: Dispose of the Detritus,Bone Pits,A small number of skeletons have run amok in the Bone Pits. Disposing of them should be a simple task.
2175,Tutorial: Spinal Swarm,Bone Pits,More skeletons are breaking free in the wake of the accident at the Bone Pits. Break them up.
2176,Erezuel and His Pack,Garden of Night,"Suppressing the Verdant Prowler population has infuriated Erezuel, and he seeks revenge."
2177,Catch the Anima Smugglers,Darkhaven,A group of anima smugglers are attemping to steal anima rations from the deserving. End them.
2178,Gorm Infestation,Creeping Hive,The Gorm are once again draining anima from the land. Eliminate them.
2179,Gorm Swarm,Creeping Hive,A massive pack of Gorm is rampaging across the earth. Lay them to rest.
2180,Dark Goliath's Rampage,Bastion,This proud goliath has been co-opted by the Forsworn and turned against us. Restrain him as best you can.
2181,Deifir the Untamed,Darkwarren,The leader of the hive is causing no end of issues. Terminate him with prejudice.
2182,Cull the Miredeer,Ardenweald,"Juvenile Miredeer have run amok, and are damaging the plants."
2183,Rotbriar Rowdies,Ardenweald,A group of Rotbriar Scrappers are causing trouble.
2184,Darkwarren Overrun,Darkwarren,The Darkwarren has been completely overrun. Beat back the Gorm.
2185,Rotbriar Rampage,Ardenweald,A Rotbriar Trickster and some Scrappers have ganged up to accomplish their nefarious objectives.
2186,Tricksters Without Inhibition,Ardenweald,The Tricksters are going berserk and playing harmful pranks. Stop them.
2187,A Little too Wild,Ardenweald,Juvenile Miredeer and Runedeer are sparring and tearing up the earth. Suppress them.
2188,Possessed Scavengers,Ardenweald,A group of Possessed Sylvar has been found roaming the woods.
2189,Gormling Nibblers,Ardenweald,A swarm of Gormling are razing the fields. Drive them back.
2190,Deifir Returns,Ardenweald,Deifir has overcome his pride and retained allies in his fight. I wish you luck.
2191,Harried and Bitten,Ardenweald,A pair of Gormling Harriers are organizing a larger group of Nibblers. Nip this in the bud.
2192,Pride of the Forest,Ardenweald,A group of Runestags have claimed turf and are driving out other animals.
2193,Brittlebark Manifestations,Ardenweald,A group of dangerous Brittlebark Manifestations was sighted. Hunt them down.
2194,Campaign: Erezuel's Rampage,Ardenweald,Erezuel is taking more Miredeer than can be sustained. Stop him again.
2195,Campaign: Quiet the Shriekers,Ardenweald,A deadly group of Forest Shriekers is disturbing the night. Stop them.
2196,Campaign: Rescue the Runelight Leaper,Ardenweald,A Runelight Leaper is being menaced by a horde of Verdant Prowlers. Rescue and befriend it.
2197,Campaign: Cleanse the Possessed,Ardenweald,A deadly group of Possessed Scavengers and Faeries are slaying all who pass.
2198,Campaign: Darkwarren Finality,Ardenweald,You've dealt with many of the Darkwarren. Now deal with their Matriarch to claim one of her own for yourself!
2199,Languishing Lament,Bastion,The Etherwyrms have built up to unsustainable numbers. Bring them to a reasonable end.
2200,Pride Before the Fall,Bastion,Emotions have coalesced Pride into physical form. It's attacking the order of things. Remedy this problem.
2201,Forsworn Phalanx,Bastion,"A group of Forsworn Ascended have positioned themselves defensively, blocking up the pass. Root them out."
2202,Umbral Regiment,Bastion,A brace of Umbral Phalanx are menacing our flank. Drive them back!
2203,Subdue the Stewards,Bastion,A swarm of Misled Stewards are constructing dark artifacts to arm the forces. Bring them to their senses.
2204,Master and Pupil,Bastion,Dark Master Vaalgryn and his pupils are conducting a ritual. Stop it at once!
2205,Horrifying Research,Bastion,A sect of Scholars has turned their expertise to harness innocent souls. This perversion of justice cannot stand.
2206,Anima Reclamation,Bastion,Etherwyrms are still devoring all the anima they can find. Restore the balance.
2207,Respite from the Darkness,Bastion,Some untouched souls are trapped by a group of Clawguards. Rescue them and return them at once.
2208,Dark Coordination,Bastion,Forsworn forces continue to harry our forces and threaten the peace. Pacify them.
2209,Prowlers in the Shadows,Bastion,Animated Prowlers have gone berserk and are menacing the Stewards. Shut them down.
2210,Glimmerfly Overpopulation,Bastion,Glimmerflies have overrun the fields and are stripping the plants bare. Retrieve their wings and render them to gold.
2211,Campaign: Whisper in the Dark,Bastion,Doubt itself has obtained physical form and is tormenting the Ascended. Drive it off!
2212,Campaign: Promises of the Praetor,Bastion,"Led by a Converted Praetor, a large band of Forsworn have hidden in a temple. They must be stopped."
2213,Campaign: Save the Skyfoal,Bastion,A giant Colossus has trapped a Skyfoal in a cave. Extricate the poor creature with haste.
2214,Campaign: The Forsworn Strike Back,Bastion,A Forsworn Overseer and his Punishers have stolen a large mass of anima. Can you retrieve it?
2215,Campaign: War-Captain's Woe,Bastion,"The Forsworn War-Captain has returned, with a Gracefallen Tactician, and his Forsworn. Can you stop them?"
2216,Misguided Monstrosity,Maldraxxus,A pair of Callused Monstrosities have slipped loose of their handlers and are shredding the bone supplies. Bring them home.
2217,Fall and Fall Again,Maldraxxus,"War Wraiths have gone mad, attacking anything that comes near them. Lay them to rest."
2218,"Bonewrought? Bone-wrong, Belike",Maldraxxus,A brace of Bonewrought Thrashers wreak havoc and slice anything that comes near them.
2219,Defiled But Protected,Maldraxxus,Stitched Defenders are protecting the Guarded Defilers as they do their work. End them both.
2220,A Tooth for Decay,Maldraxxus,A large group of Neonate Bonetooths are seeking to prove their worth in the ruins below. Disillusion them.
2221,Spines of Steel and Sorrow,Maldraxxus,Steelspine Vanguards and Wallbreakers have been seen threatening a necropolis. Snuff it out.
2222,Cleaning Gone Wrong,Maldraxxus,"In an ineffectual attempt to cleanse a Wraith Vanguard, a group of Necromantic Scourers have instead enraged the fearsome foe. Bring order to them."
2223,Slime-Drenched Crystals,Maldraxxus,A glop of Green Slimes have coalesced around an anima crystal to the south. Cleanse them at once.
2224,Flight of the Necrorays,Maldraxxus,An imbecilic apprentice has panicked the Necrorays into a hasty migration. Prevent them from leaving and harvest their corpses.
2225,Corpselice Spawnlings,Maldraxxus,A group of Monstrosities has have been identified at this location. Prevent them from causing too much damage.
2226,Warden's Wrath,Maldraxxus,"The Warden of Rituals and his Ritualists have risen once more, seeking to avenge his fate. Remind them of their place."
2227,Green Slime and Golden Hearts,Maldraxxus,A pungent pit provides putrescent presence. Purge them!
2228,Campaign: Discarded But Not Useless,Maldraxxus,"The remnants of war can always be re-used. Extract what value you can from the Wraiths and Repurposed Parts, and bring it to me."
2229,Campaign: Bonebreaker's Hoard,Maldraxxus,"Bonebreaker Moroc is hoarding anima and slowing production. Retrieve it at any cost, but beware the dangers that await."
2230,Campaign: Ahnqat's Darkness,Maldraxxus,Befouler Ahnqat is raising dark hordes of enemies. Bring her down.
2231,Campaign: Nirvaska's Grand Designs,Maldraxxus,Nirvaska has harnessed the power of a Fleshcrafted Juggernaut. Bring them to heel.
2232,Campaign: Corpselice Catastrophe,Maldraxxus,"Not one, but two Corpselouse Mothers and a host of Spawnlings are burrowed into this hill. Root them out and you will be rewarded handsomely."
