ID,Description_lang,Title_lang
5724,Defeat the Fallen Swarm Lord.,Group Task: A Hollow Defeat
5726,Fel-touched Kaldorei and their guards are surveying the area - interfere their work by eliminating as many as you can.,Fallen Children
5727,A group of Shu'halo and their guards are corrupting the environment with fel. - Eliminate as many of them as you can.,Fallen From Grace
5728,A group of felbolgs and their guards are corrupting our lands with fel - eliminate as many as you can.,Fallen Guardians
5729,Eliminate Fel-Touched Kaldorei.,Tears of the Moon
5730,Kill Felbark the Defiler.,Defiler of the Land
5731,Find and slay the Slayer.,Slaying the Slayer
5732,Destroy Fel Pylons to sabotage the Legion's chaos grid.,Down with the Grid
5733,Pull out felworts.,Wort Pulling
5734,Remove Legion Console cores.,A Core Problem
5735,Collect four Fel Pinecones.,Not for Consumption
5736,Put the Fel Pinecones in the Devastator Cannon's ventilation shaft.,Clogged
5737,Kill the Servant of Kruul.,Group Task: Servant of Kruul
5738,Kill Ursoc the Destroyer.,Group Task: Ursoc the Destroyer
5739,Kill Fel-Watcher Mara.,Group Task: Watch the Watcher
5740,Destroy fel spreaders.,Group Task: Stopping the Spread
5741,Kill the Invading Infernal.,Group Task: Brink of Destruction
5742,Pull out the large Felwort.,Group Task: Fel of the Land
5745,Deal with the Void Eaters.,Void Eaters
5746,Deal with the Aqir.,Aqir Invasion
5747,Deal with the Klaxxi.,Klaxxi Fanatics
5749,Dispel visions of N'Zoth.,Cursed Visions
5750,Find and kill Prophet Skitra.,The Prophet Skitra
5751,Find and kill Imperial Vizier Zor'lok.,Imperial Vizier Zor'lok
5752,Step on and squish infested tumors,Spreading Infestation
5753,Destroy Aqir eggs.,Aqir Eggs
5754,Destroy Klaxxi Egg Chambers.,Klaxxi Egg Chambers
5755,Imprison Klaxxi flyers in amber prisons.,Prisons Made of Amber
5756,Fight the tentacles of N'Zoth's Reach.,Group Task: Defeat the Corruption
5757,Fly and use your drake to ram drifting watchers.,Group Task: Keep the Skies Clear
5758,Poke Eyes of N'Zoth with a stick.,Group Task: A Sharp Stick in the Eye
5759,Destroy the void prisons.,Group Task: Void Prisons
5760,Kill Twilight Prophet Cho'gall.,Group Task: Twilight Prophet Cho'gall
5761,Kill Void Eater Shad'har.,Group Task: Void Eater Shad'har
5762,Kill Dest'Agath the Corrupted.,Group Task: Dest'Agath the Corrupted
5763,Kill Supreme General Pa'valak.,Group Task: Supreme General Pa'valak
5764,Defeat as many invading members of the Great Glorious Alliance as possible.,The Great Glorious Alliance
5765,Defeat as many warring members of the Great Glorious Alliance and the Blood Horde as possible.,Eternal War
5766,Defeat as many invading members of the Blood Horde as possible.,The Blood Horde
5767,Find and slay Eviscerator Kintara.,Eviscerator Kintara
5768,Find and slay Warmage Bernante.,Warmage Bernante
5769,Waste the Great Glorious Alliance's store of cannonballs.,Out of Ammo
5770,Prematurely explode the Blood Horde's store of Scrap Bombs.,Bombs Away
5771,Build a Blood Horde Gun Rack for you and your allies to use.,Guns of the Blood Horde
5772,Build a Great Glorious Alliance Gun Rack for you and your allies to use.,Guns of the Great Glorious Alliance
5773,Steal a Smokehog and ride it back to Soridormi.,Smokehog
5774,Steal a Flying Machine and fly it back to Soridormi.,Flying Machine
5775,Slay Ankura Bloodhewer.,Group Task: Ankura Bloodhewer
5776,Slay Sky-Commander Gadrius Orcbane.,Group Task: Sky-Commander Gadrius Orcbane
5777,Slay Margosh the Smoker.,Group Task: Margosh the Smoker
5778,Slay High Interrogator Kilandrelle.,Group Task: High Interrogator Kilandrelle
5779,Drag the Giant Bomb back into its own reality.,Group Task: Giant Bomb!
5780,Disarm the Bloodmines.,Group Task: Blood Horde Minefield
5781,"Break the Blessed Inquisitor's shield by crashing into it, then defeat the Blessed Inquisitor.",Group Task: Blessed Inquisitor
5782,Defeat Flying Machines by dragonriding into them.,Group Task: Skies of Iron
5784,Deal with the Azerite Excavators.,Strip Mining
5785,Deal with the Corroded Taskmasters and Rusted Surveyor Drones.,"Seek, Cache, and Destroy"
5786,Deal with the Haywire Harvesters.,Haywire Heuristics
5787,Fix the malfunctioning control panel.,Control Reestablished
5788,Run into U:\RAN.2 /SWIFT and stop it!,Terminating Condition: You
5789,Kick all the Rascal-P41s back in time!,Garbage Collection
5790,Clean up the oil puddles.,Viscosity Hostility
5791,Knock all the AQ-9 Dragon Killers out of the sky.,Threats Above
5792,Clear out malfunctioning cauldrons.,What's Cooking
5793,Use a charged battery to destroy the Azerite Collectors!,Feeling Positive
5794,Destroy the flamethrowers!,Lethal Lava Lamps
5795,Use magnets to shove the Field Despair Bot into the electrical pylon!,Group Task: Magnetic Personality
5796,Defeat Peeved!,Group Task: Worst Gentleman Robot Butler
5797,Power down the Alpha Pylon!,Group Task: Power Down The Alpha Pylon
5798,Defeat the Meantron!,Group Task: GIFTS and PAIN
5799,Close the Unstable Time Rift using the Overloaded Scrap Grenade!,Group Task: Binary Scrapheap
5800,Defeat Greaves.,"Group Task: GREETINGS, CREATOR"
5801,Deactivate the hologram.,Group Task: Machines are the Future
5802,Deactivate the Annihilo-bomb 9000.,Group Task: Slim Chance We Survive
5806,Resolve the paradox by identifying the creatures from the wrong timeline.,Resolve the Paradox
5807,Resolve the paradox by uncrossing the timelines.,Resolve the Paradox
5808,Fill the hourglass by adjusting the fill rate.,Fill the Hourglass
5809,Fill the hourglass by catching the sand.,Fill the Hourglass
5810,Fill the hourglass by moving it underneath the falling sand.,Fill the Hourglass
5811,Resolve the paradox by finding the creatures from the specified timeline.,Resolve the Paradox
5812,,Explore Deeper
5813,Fend off incoming Sundered Flame!,Despoiled Treasures
5815,Hold out against the swarms of monsters!,Lizard Swarms
5817,Continue Exploring the Cavern,Explore Further
5818,Gather Blood Horde weapons and a rack to hold them.,Horde Weaponry
5819,Gather Great Glorious Alliance weapons and a rack to hold them.,Alliance Weaponry
5820,Defeat the Blessed Inquisitor.,Group Task: Inquest
5835,Defeat the Sundered Flame general!,Showdown
5849,Build a Purification Forge for you and your allies to use.,Purification Forge
5850,Build a Scareloc for you and your allies to use.,Scareloc
5851,The infinite dragonflight has invaded the Bronze Temple. Help Nozdormu and Chromie take back the Timeways!,Dawn of the Infinite: Galakrond's Fall
5852,Murozond rises. Race against time with Chromie to correct the past!,Dawn of the Infinite: Murozond's Rise
5853,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5854,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5855,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5856,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5857,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5858,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
5859,Destroy the Fractured Causality so that Soridormi can repair the timeways.,Fractured Causality
6205,Defeat Hymdall.,Pass Hymdall
6206,Pass Eyir and her shield maidens.,Pass Eyir
6207,Confront Odyn.,Confront Odyn
6208,Speak with Vyranoth,Depart the Halls of Valor
6231,Enter the Time Rift in the center of the reservoir.,Into the Rift: Ulderoth!
6232,Enter the Time Rift in the center of the reservoir.,Into the Rift: Azmourne!
6233,Enter the Time Rift in the center of the reservoir.,Into the Rift: Azewrath!
6234,Enter the Time Rift in the center of the reservoir.,Into the Rift: Azq'roth!
6235,Enter the Time Rift in the center of the reservoir.,Into the Rift: The Warlands!
6236,Enter the Time Rift in the center of the reservoir.,Into the Rift: A.Z.E.R.O.T.H.!
6237,Solve the puzzle,Sundered Puzzle
6390,Fight back against the Druids of the Flame incursion.,Birth of Flames
6393,Defeat the Druid of the Flame lieutenant.,Smoke and Ash
6395,Investigate the Ruby Life Pools.,Ruby Life Pools
6396,Defeat the bosses of Throne of the Tides.,Throne of the Tides
6400,Fight back against the Druids of the Flame incursion.,Birth of Flames
6401,Defeat the Druid of the Flame lieutenant.,Smoke and Ash
6402,,Equip Fyr'alath
6403,,Defeat Foes to Gain Discipline
6404,,Defeat the Echo of Fyrakk
6405,Find all the Lost Treasures,Lost Treasures
6408,Fight back against the Druids of the Flame incursion.,Birth of Flames
6409,Defeat the Druid of the Flame lieutenant.,Smoke and Ash
6411,Speak with Travard to ensure everyone is ready.,Ready Check
6412,Defeat the guards in Elisande's research facility.,Secure the Exits
6413,Senior Researcher Alydrus will not allow you to access the disc.,Defeat Senior Researcher Alydrus
6414,"Elisande's Guardian, Ordan, blocks the way.",Guardian Ordan
6415,Tell Travard you are ready to face Elisande.,Speak with Travard
6416,Face Elisande with the Tyr's Guard.,Elisande
6417,Tell Talthis you are ready to try his plan.,Speak with Talthis
6418,Face Elisande with the Tyr's Guard.,Elisande
6419,Hear Nolaki's plan for the Tyr's Guard.,Speak with Nolaki
6420,Tell Valunei you are ready.,Elisande
6421,Return through the portal.,Return to Tyrhold
6422,Fight back against the Druids of the Flame incursion.,Birth of Flames
6423,Defeat the Druid of the Flame lieutenant.,Smoke and Ash
6540,Clear the guards blocking the stairs.,Staircase Guards
6545,[DNT] Sample Description: Step 001,[DNT] Step 001 - Start
6546,[DNT] Sample Description: Step 002 - Option A,[DNT] Step 002 - Option A
6547,[DNT] Sample Description: Step 003,[DNT] Step 003 - Final
6548,[DNT] Sample Description: Step 002 - Option B,[DNT] Step 002 - Option B
6579,,Talk to Wrathion
6580,The Bellows are broken!,Repair The Bellows
6581,The Quencher is leaking!,Plug The Quencher
6582,The Coal Pile is getting out of control!,Stock The Coal Pile
6583,The hearth is getting too hot!,Control The Flames!
6588,,Fungal Folly
6589,,Fungal Folly
6590,,Fungal Folly
6595,,Fungal Folly
6597,,Fungal Folly
6598,,Fungal Folly
6599,,The Final Beacon
6600,,Fungal Folly
6602,,Fungal Folly
6603,,Fungal Folly
6605,,Kriegval's Rest
6606,,Kriegval's Rest
6608,,Fungal Folly
6609,The infinite dragonflight has invaded the Bronze Temple. Help Nozdormu and Chromie take back the Timeways!,Dawn of the Infinite: Galakrond's Fall
6610,Murozond rises. Race against time with Chromie to correct the past!,Dawn of the Infinite: Murozond's Rise
6611,Nerubians have invaded the area!,Fungal Folly
6612,,Fungal Folly
6613,Defeat the invading memurlocs.,Murloc Migration
6615,Defeat the memory of King Mosh.,King Mosh
6616,[DNT] VS Mode - Step 01,[DNT] VS Mode - Step 01
6623,,Kriegval's Rest
6624,Confront the Candle King!,Darkflame Cleft
6625,Confront the Candle King!,Darkflame Cleft
6626,Confront the Candle King!,Darkflame Cleft
6640,,Kriegval's Rest
6641,How hard could it be to find one boar liver?,Pristine Boar Liver
6643,,Kriegval's Rest
6644,,Kriegval's Rest
6645,,Kriegval's Rest
6646,,Kriegval's Rest
6648,He enjoys long walks along the roads of Duskwood.,Memories of Stitches
6649,Delicious and nutritious.,Poisoned Pumpkins
6718,The Scourge of Elwynn Forest.,Memories of Hogger
6719,Follow the trail of the High Speaker into the Hall of Awakening.,In Pursuit
6720,Deactivate the defenses.,Security Breach
6722,The Soulflayer.,Memories of Hakkar
6723,"Smolderon has forced his way into the Emerald Dream. If left unchecked, his forces will burn everything in their path.",Incarnate's Wake
6724,"Larodar, twisted by flame, seeks to bathe the Emerald Dream in fire. If successful, everything will be reduced to ash.",Molten Incursion
6725,"Nymue weaves the mesmerizing patterns of the Emerald Dream. Our intrusion has distrupted the weave, and we will be dealt with.",The Viridian Weave
6726,Fyrakk has reached the heart of Amirdrassil and threatens to consume its power for his own.,Fate of Amirdrassil
6727,Defeat memories of battles past.,Southshore vs. Tarren Mill
6728,Deliver Scalding Mornbrew before it cools down!,Scalding Mornbrew Run
6729,Help Dagran activate the Runelock sequence.,Activate the Runelock
6730,Protect Dagran while he solves the Runelock combination.,Skardyn Breakout
6732,Defeat the twin golems that defend the entrance to the Awakening Machine.,Twin Guardians
6733,Enter the Hall of Glory.,Cross Bridge
6734,Defeat the Leper Gnome memories!,Leper Gnomes
6738,Defeat Master Machinist Dunstan,Vigilance and Violence
6739,Confront High Speaker Eirich at the Awakening Machine.,King of the Dwarves
6740,,Kriegval's Rest
6747,,Kriegval's Rest
6748,,Kriegval's Rest
6749,,Earthen Catacombs
6750,,Earthen Catacombs
6751,,Earthen Catacombs
6753,Murozond rises. Race against time with Chromie to correct the past!,Dawn of the Infinite: Murozond's Rise
6754,The infinite dragonflight has invaded the Bronze Temple. Help Nozdormu and Chromie take back the Timeways!,Dawn of the Infinite: Galakrond's Fall
6755,"Extinguish the large candles scattered about the chamber, plunging the area into darkness and driving off the massive kobold guarding the door.",Snuff the Candles
6756,Recover all the missing pages and remember - no duplicates!,Green Hills of Stranglethorn
6757,,Earthen Waterworks
6758,,Earthen Waterworks
6759,,Earthen Waterworks
6761,Survive the Primalist onslaught!,An Unruly Storm
6766,"Face the final test of the titan keeper Odyn, then descent into the depths of Helheim to defeat Helya once and for all!",Trial of Valor
6767,"An undersea passage offers access to the foundations of the Nightwell itself, but forgotten terrors await within.",Arcing Aqueducts
6768,The palatial grounds of the Nighthold stand as the pinnacle of a culture thoroughly shaped - and twisted - by magic.,Royal Athenaeum
6769,"For Grand Magistrix Elisande, who mortgaged her people's future in a dark bargain with the Legion, a day of reckoning comes.",Nightspire
6770,"Atop the Nighthold, the warlock Gul'dan arrives at the purpose for which his Legion masters sent him to Azeroth. Destiny awaits.",Betrayer's Rise
6771,"To cleanse the Nightmare, the brave must ascend the great tree Shaladrassil, where the veil of dreams is thinnest.",Darkbough
6772,"The Nightmare's sway is greatest over those closest to nature, clouding the minds of her stalwart protectors with fear and rage.",Tormented Guardians
6773,"Deep within this dark and formless expanse, where reality shifts and the senses deceive, the Nightmare Lord awaits.",Rift of Aln
6776,,Earthen Waterworks
6777,,Earthen Waterworks
6778,,Earthen Waterworks
6779,Clear out the Stonevault!,The Stonevault
6780,The theater performance starts soon!,Curtain Call
6781,Report to the Stage Manager and let her know you're ready to perform.,To the Stage Manager
6782,Get critters away from the market!,Market Critters
6783,Clear out the Stonevault!,The Stonevault
6784,Clear out the Stonevault!,Stonevault
